Finding ID,Report ID,Institution,Publication Date,Tier,Notes
JOINT-2025-09-JAI3,JOINT-2025-09-CONSTCLASSIFIER,Joint UK AISI + US CAISI + Anthropic,2025-09-12,C,"Access type pre-deployment — private fix cannot be excluded

[V10 TIER RECLASSIFICATION — 2026-08-15] Tier C→C; subject=governance/process; empirical=No; named-system=Yes; accountable-developer=Yes; developer=Anthropic; concerning=Not applicable; frontier-relevant=Yes; response-reasonable=No; recency=Not excluded for recency; confidence=High; human-review=Stratified sample; exclusion-reason=not an empirical model-behaviour finding; governance/process is the subject. Rationale: Tier C because not an empirical model-behaviour finding; governance/process is the subject. Evidence basis: Existing v10 row evidence only; linked source not independently re-checked.

[LEGACY RESPONSE DATA — preserved but excluded from active analysis after Tier C reclassification] Company Response: Constitutional Classifier fully restructured; ASL-3 activated; HackerOne bug bounty (405 participants, up to $15,000); jailbreak success rate reduced from 86% to 4.4%; 120-page system card published | Channel A Verbatim: We have also instituted a wider monitoring system including a bug bounty program focused on stress-testing our Constitutional Classifiers, offline classification systems, and threat intelligence partnerships to quickly identify and respond to potential universal jailbreaks that would enable CBRN misuse. | Channel A Evidence: https://www.anthropic.com/news/activating-asl3-protections | https://arxiv.org/abs/2601.04603 | https://www.hackerone.com/blog/how-anthropics-jailbreak-challenge-put-ai-safety-defenses-test

[SCHEMA RESTORATION 2026-08-16] Tier C Channel A/B evidence restored for archival/descriptive use. Attribution, Action Level, Policy Level, and Proportionality remain blank and these rows remain excluded from headline accountability analysis."
UKAISI-2025-09-AUT1,UKAISI-2025-09-2HOP,UK AISI,2025-09-06,C,"[V10 TIER RECLASSIFICATION — 2026-08-15] Tier B→C; subject=evaluation method/tool; empirical=No; named-system=Yes; accountable-developer=Yes; developer=OpenAI; Meta; concerning=Not applicable; frontier-relevant=Yes; response-reasonable=No; recency=Not excluded for recency; confidence=Medium; human-review=Mandatory; exclusion-reason=not an empirical model-behaviour finding; evaluation method/tool is the subject. Rationale: Tier C because not an empirical model-behaviour finding; evaluation method/tool is the subject. Evidence basis: Existing v10 row evidence only; linked source not independently re-checked.

[LEGACY RESPONSE DATA — preserved but excluded from active analysis after Tier C reclassification] Sources Checked (channel A): https://aisi.gov.uk/research/lessons-from-studying-two-hop-latent-reasoning  [ID FIX 2026-08-16] Report ID 'AISI-2025-2HOP' -> 'UKAISI-2025-09-2HOP': normalised to PREFIX-YYYY-MM[m][-slug] per §6 (month derived from this row's Publication Date; prefix and month-suffix case aligned with the rest of the corpus).

[SCHEMA RESTORATION 2026-08-16] Tier C Channel A/B evidence restored for archival/descriptive use. Attribution, Action Level, Policy Level, and Proportionality remain blank and these rows remain excluded from headline accountability analysis."
HOLISTIC-2025-09-GOV1,HOLISTIC-2025-09,Holistic AI,2025-09-05,C,TODO severity ensemble + Channel A/B/C.
UKAISI-2025-08-GOV1,UKAISI-2025-08-29,UK AISI,2025-08-29,C,[V10 TIER RECLASSIFICATION — 2026-08-15] Tier C→C; subject=governance/process; empirical=No; named-system=Yes; accountable-developer=Yes; developer=OpenAI; Moonshot; Z.ai; concerning=Not applicable; frontier-relevant=Yes; response-reasonable=No; recency=Not excluded for recency; confidence=Medium; human-review=Mandatory; exclusion-reason=not an empirical model-behaviour finding; governance/process is the subject. Rationale: Tier C because not an empirical model-behaviour finding; governance/process is the subject. Evidence basis: Existing v10 row evidence only; linked source not independently re-checked.
UKAISI-2025-08-GOV2,UKAISI-2025-08-29,UK AISI,2025-08-29,C,[V10 TIER RECLASSIFICATION — 2026-08-15] Tier C→C; subject=governance/process; empirical=No; named-system=Yes; accountable-developer=Yes; developer=OpenAI; Moonshot; Z.ai; concerning=Not applicable; frontier-relevant=Yes; response-reasonable=No; recency=Not excluded for recency; confidence=Medium; human-review=Mandatory; exclusion-reason=not an empirical model-behaviour finding; governance/process is the subject. Rationale: Tier C because not an empirical model-behaviour finding; governance/process is the subject. Evidence basis: Existing v10 row evidence only; linked source not independently re-checked.
UKAISI-2025-08-GOV3,UKAISI-2025-08-29,UK AISI,2025-08-29,C,[V10 TIER RECLASSIFICATION — 2026-08-15] Tier C→C; subject=governance/process; empirical=No; named-system=Yes; accountable-developer=Yes; developer=OpenAI; Moonshot; Z.ai; concerning=Not applicable; frontier-relevant=Yes; response-reasonable=No; recency=Not excluded for recency; confidence=Medium; human-review=Mandatory; exclusion-reason=not an empirical model-behaviour finding; governance/process is the subject. Rationale: Tier C because not an empirical model-behaviour finding; governance/process is the subject. Evidence basis: Existing v10 row evidence only; linked source not independently re-checked.
SCALEAI-2025-08-GOV1,SCALEAI-2025-08,Scale AI,2025-08-26,C,TODO severity ensemble + Channel A/B/C.
SCALEAI-2025-08-GOV2,SCALEAI-2025-08,Scale AI,2025-08-26,C,TODO severity ensemble + Channel A/B/C.
METR-2025-08-ALI6,METR-2025-08c,METR,2025-08-22,C,TODO severity ensemble + Channel A/B/C.
METR-2025-08-AUT3,METR-2025-08b,METR,2025-08-13,C,TODO severity ensemble + Channel A/B/C.
METR-2025-08-ALI2,METR-2025-08a,METR,2025-08-08,C,TODO severity ensemble + Channel A/B/C.
METR-2025-08-ALI3,METR-2025-08a,METR,2025-08-08,C,Named critique of a frontier company's published evaluation methodology. TODO severity ensemble + Channel A/B/C.
UKAISI-2025-08-BIO1,UKAISI-2025-08,UK AISI,2025-08-08,C,"[Models/Systems backfilled 2026-08-02: inherited from sibling JAI11, same report.]

[V10 TIER RECLASSIFICATION — 2026-08-15] Tier B→C; subject=evaluation method/tool; empirical=No; named-system=No; accountable-developer=No; developer=not identified; concerning=Not applicable; frontier-relevant=Yes; response-reasonable=No; recency=Not excluded for recency; confidence=Medium; human-review=Mandatory; exclusion-reason=not an empirical model-behaviour finding; evaluation method/tool is the subject. Rationale: Tier C because not an empirical model-behaviour finding; evaluation method/tool is the subject. Evidence basis: Existing v10 row evidence only; linked source not independently re-checked.

[LEGACY RESPONSE DATA — preserved but excluded from active analysis after Tier C reclassification] Academic Citations: Semantic Scholar: 49 citations as of 2026-07-18 (https://api.semanticscholar.org/graph/v1/paper/arXiv:2508.06601?fields=title,citationCount)"
UKAISI-2025-08-BIO2,UKAISI-2025-08,UK AISI,2025-08-08,C,"[Models/Systems backfilled 2026-08-02: inherited from sibling JAI11, same report.]

[V10 TIER RECLASSIFICATION — 2026-08-15] Tier C→C; subject=evaluation method/tool; empirical=No; named-system=No; accountable-developer=No; developer=not identified; concerning=Not applicable; frontier-relevant=Yes; response-reasonable=No; recency=Not excluded for recency; confidence=High; human-review=Stratified sample; exclusion-reason=not an empirical model-behaviour finding; evaluation method/tool is the subject. Rationale: Tier C because not an empirical model-behaviour finding; evaluation method/tool is the subject. Evidence basis: Existing v10 row evidence only; linked source not independently re-checked.

[LEGACY RESPONSE DATA — preserved but excluded from active analysis after Tier C reclassification] Academic Citations: Semantic Scholar: 49 citations as of 2026-07-18 (https://api.semanticscholar.org/graph/v1/paper/arXiv:2508.06601?fields=title,citationCount)"
UKAISI-2025-08-JAI11,UKAISI-2025-08,UK AISI,2025-08-08,C,"[V10 TIER RECLASSIFICATION — 2026-08-15] Tier B→C; subject=evaluation method/tool; empirical=No; named-system=No; accountable-developer=No; developer=not identified; concerning=Not applicable; frontier-relevant=Yes; response-reasonable=No; recency=Not excluded for recency; confidence=Medium; human-review=Mandatory; exclusion-reason=not an empirical model-behaviour finding; evaluation method/tool is the subject. Rationale: Tier C because not an empirical model-behaviour finding; evaluation method/tool is the subject. Evidence basis: Existing v10 row evidence only; linked source not independently re-checked.

[LEGACY RESPONSE DATA — preserved but excluded from active analysis after Tier C reclassification] Sources Checked (channel A): AISI research page; Google Scholar; no company statements found. | Academic Citations: Semantic Scholar: 49 citations as of 2026-07-18 (https://api.semanticscholar.org/graph/v1/paper/arXiv:2508.06601?fields=title,citationCount)

[SCHEMA RESTORATION 2026-08-16] Tier C Channel A/B evidence restored for archival/descriptive use. Attribution, Action Level, Policy Level, and Proportionality remain blank and these rows remain excluded from headline accountability analysis."
DREADNODE-2025-08-GOV1,DREADNODE-2025-08-PENTJUDGAGEN,Dreadnode,2025-08-04,C,"[NEW — added 2026-08-02 from census-sweep backlog extraction; severity pending ensemble] Tier B: comparative judge-quality leaderboard, methodology-instrument use.

[V10 TIER RECLASSIFICATION — 2026-08-15] Tier B→C; subject=evaluation method/tool; empirical=No; named-system=Yes; accountable-developer=Yes; developer=OpenAI; Anthropic; Google; Meta; DeepSeek; Alibaba; Moonshot; concerning=Not applicable; frontier-relevant=Yes; response-reasonable=No; recency=Not excluded for recency; confidence=Medium; human-review=Mandatory; exclusion-reason=not an empirical model-behaviour finding; comparative ranking without a discrete risk threshold; evaluation method/tool is the subject. Rationale: Tier C because not an empirical model-behaviour finding; comparative ranking without a discrete risk threshold; evaluation method/tool is the subject. Evidence basis: Existing v10 row evidence only; linked source not independently re-checked.  [REGISTRY 2026-08-16] Retains the 'comparative-ranking' modifier, now registered: §4 names comparative rankings as a Tier A exclusion, so the modifier records why the row sits outside Tier A. Registry extended rather than the value discarded."
DREADNODE-2025-08-GOV2,DREADNODE-2025-08-PENTJUDGAGEN,Dreadnode,2025-08-04,C,"[NEW — added 2026-08-02 from census-sweep backlog extraction; severity pending ensemble] Tier B: judge-reliability grading artifacts within a methodology study.

[V10 TIER RECLASSIFICATION — 2026-08-15] Tier B→C; subject=evaluation method/tool; empirical=No; named-system=Yes; accountable-developer=Yes; developer=Anthropic; concerning=Not applicable; frontier-relevant=Yes; response-reasonable=No; recency=Not excluded for recency; confidence=Medium; human-review=Mandatory; exclusion-reason=not an empirical model-behaviour finding; evaluation method/tool is the subject. Rationale: Tier C because not an empirical model-behaviour finding; evaluation method/tool is the subject. Evidence basis: Existing v10 row evidence only; linked source not independently re-checked."
DREADNODE-2025-07-GOV1,DREADNODE-2025-07,Dreadnode,2025-07-30,C,"The planned five-model comparison (o1, gpt-4o-mini, claude-sonnet-4, DeepSeek-R1, gemini-2.5-pro) is described but no success-rate numbers are reported in the post. TODO severity ensemble + Channel A/B/C."
FARAI-2025-07b-BIO1,FARAI-2025-07b,FAR.AI,2025-07-30,C,Toolkit at github.com/AlignmentResearch/safety-gap; paper at arXiv:2507.11544. TODO severity ensemble + Channel A/B/C.
SHANGHAIAILAB-2025-07-ALI3,SHANGHAIAILAB-2025-07b,Shanghai AI Laboratory (AI45 Lab),2025-07-27,C,"TODO severity ensemble + Channel A/B/C.  [ID FIX 2026-08-16] Report ID 'SHANGHAIAILAB-2025-07B' -> 'SHANGHAIAILAB-2025-07b': normalised to PREFIX-YYYY-MM[m][-slug] per §6 (month derived from this row's Publication Date; prefix and month-suffix case aligned with the rest of the corpus).  [DATE 2026-08-16] Publication Date '2025-07' -> '2025-07-27': month-precision only, resolved to the day. Basis: ACL 2025 proceedings date; aclanthology 2025.acl-long.590."
SHANGHAIAILAB-2025-07-SOC1,SHANGHAIAILAB-2025-07c,Shanghai AI Laboratory (AI45 Lab),2025-07-27,C,"Finding is about detection tooling, not about a model developer's safeguards. Report ID suffixed 'C' to disambiguate four Shanghai AI Lab reports dated 2025-07. TODO severity ensemble + Channel A/B/C.  [ID FIX 2026-08-16] Report ID 'SHANGHAIAILAB-2025-07C' -> 'SHANGHAIAILAB-2025-07c': normalised to PREFIX-YYYY-MM[m][-slug] per §6 (month derived from this row's Publication Date; prefix and month-suffix case aligned with the rest of the corpus).  [DATE 2026-08-16] Publication Date '2025-07' -> '2025-07-27': month-precision only, resolved to the day. Basis: ACL 2025 proceedings date; aclanthology 2025.findings-acl.754."
SHANGHAIAILAB-2025-07-ALI1,SHANGHAIAILAB-2025-07-LAYEAWARREPR,Shanghai AI Laboratory (AI45 Lab),2025-07-24,C,"[NEW — added 2026-08-02 from census-sweep backlog extraction; severity pending ensemble] Tier B: methodology-instrument model demonstrating a new data-filtering technique.

[V10 TIER RECLASSIFICATION — 2026-08-15] Tier B→C; subject=evaluation method/tool; empirical=No; named-system=Yes; accountable-developer=Yes; developer=Meta; concerning=Not applicable; frontier-relevant=Yes; response-reasonable=No; recency=Not excluded for recency; confidence=Medium; human-review=Mandatory; exclusion-reason=not an empirical model-behaviour finding; evaluation method/tool is the subject. Rationale: Tier C because not an empirical model-behaviour finding; evaluation method/tool is the subject. Evidence basis: Existing v10 row evidence only; linked source not independently re-checked.  [INSTITUTION NORMALISED 2026-08-16] 'Shanghai Artificial Intelligence Laboratory' -> 'Shanghai AI Laboratory (AI45 Lab)'. Rule: the Institution field names the lead evaluating body; label variants and trailing collaborator clauses are folded into it. Joint evaluations written with '+' are left intact as distinct multi-party entries. Original value preserved here."
SCALEAI-2025-07a-GOV1,SCALEAI-2025-07a,Scale AI,2025-07-21,C,Co-authored with Ohio State University and UC Berkeley; Scale AI is a named co-author institution. TODO severity ensemble + Channel A/B/C.
SHANGHAIAILAB-2025-07-SOC3,SHANGHAIAILAB-2025-07d,Shanghai AI Laboratory (AI45 Lab),2025-07-18,C,TODO severity ensemble + Channel A/B/C.  [ID FIX 2026-08-16] Report ID 'SHANGHAIAILAB-2025-07D' -> 'SHANGHAIAILAB-2025-07d': normalised to PREFIX-YYYY-MM[m][-slug] per §6 (month derived from this row's Publication Date; prefix and month-suffix case aligned with the rest of the corpus).
UKAISI-2025-07-JAI1,UKAISI-2025-07-JAI1,UK AISI,2025-07-18,C,"[V10 TIER RECLASSIFICATION — 2026-08-15] Tier B→C; subject=evaluation method/tool; empirical=No; named-system=Yes; accountable-developer=No; developer=not identified; concerning=Not applicable; frontier-relevant=Yes; response-reasonable=No; recency=Not excluded for recency; confidence=Medium; human-review=Mandatory; exclusion-reason=not an empirical model-behaviour finding; evaluation method/tool is the subject. Rationale: Tier C because not an empirical model-behaviour finding; evaluation method/tool is the subject. Evidence basis: Existing v10 row evidence only; linked source not independently re-checked.

[SOURCE URL NORMALIZATION — 2026-08-16] Row-specific source preserved here: https://www.aisi.gov.uk/research/stack-adversarial-attacks-on-llm-safeguard-pipelines. Active Source URL standardized to the full/canonical report source shared by Report ID.

[LEGACY RESPONSE DATA — preserved but excluded from active analysis after Tier C reclassification] Sources Checked (channel A): model card, blog, release notes, news search -- 2026-06-28

[SCHEMA RESTORATION 2026-08-16] Tier C Channel A/B evidence restored for archival/descriptive use. Attribution, Action Level, Policy Level, and Proportionality remain blank and these rows remain excluded from headline accountability analysis."
UKAISI-2025-07-JAI2,UKAISI-2025-07-JAI1,UK AISI,2025-07-18,C,"[V10 TIER RECLASSIFICATION — 2026-08-15] Tier B→C; subject=evaluation method/tool; empirical=No; named-system=Yes; accountable-developer=No; developer=not identified; concerning=Not applicable; frontier-relevant=Yes; response-reasonable=No; recency=Not excluded for recency; confidence=Medium; human-review=Mandatory; exclusion-reason=not an empirical model-behaviour finding; evaluation method/tool is the subject. Rationale: Tier C because not an empirical model-behaviour finding; evaluation method/tool is the subject. Evidence basis: Existing v10 row evidence only; linked source not independently re-checked.

[SOURCE URL NORMALIZATION — 2026-08-16] Row-specific source preserved here: https://www.aisi.gov.uk/research/stack-adversarial-attacks-on-llm-safeguard-pipelines. Active Source URL standardized to the full/canonical report source shared by Report ID."
JOINT-2025-07-AUT2,JOINT-2025-07,Joint UK AISI + International Network (10 countries),2025-07-17,C,"[FLAG 2026-08-02: Publication Date inconsistency within Report ID — genuine ambiguity (possible two-stage disclosure, not a clear typo), needs source verification rather than a guessed fix.] [Publication Date corrected 2026-08-02: was 2026-01-22 (date of the later, fuller arXiv write-up), snapped to 2025-07-17 — the earliest disclosure date (UK AISI's original blog post), per user decision to canonicalize on earliest date for two-stage disclosures.]

[V10 TIER RECLASSIFICATION — 2026-08-15] Tier C→C; subject=evaluation method/tool; empirical=No; named-system=No; accountable-developer=No; developer=not identified; concerning=Not applicable; frontier-relevant=Yes; response-reasonable=No; recency=Not excluded for recency; confidence=High; human-review=Stratified sample; exclusion-reason=not an empirical model-behaviour finding; evaluation method/tool is the subject. Rationale: Tier C because not an empirical model-behaviour finding; evaluation method/tool is the subject. Evidence basis: Existing v10 row evidence only; linked source not independently re-checked.

[LEGACY RESPONSE DATA — preserved but excluded from active analysis after Tier C reclassification] Academic Citations: Semantic Scholar: 0 citations as of 2026-07-18 (https://api.semanticscholar.org/graph/v1/paper/arXiv:2601.15679?fields=title,citationCount)"
JOINT-2025-07-GOV1,JOINT-2025-07,Joint UK AISI + International Network (10 countries),2025-07-17,C,"[V10 TIER RECLASSIFICATION — 2026-08-15] Tier C→C; subject=evaluation method/tool; empirical=No; named-system=No; accountable-developer=No; developer=not identified; concerning=Not applicable; frontier-relevant=Yes; response-reasonable=No; recency=Not excluded for recency; confidence=High; human-review=Stratified sample; exclusion-reason=not an empirical model-behaviour finding; evaluation method/tool is the subject. Rationale: Tier C because not an empirical model-behaviour finding; evaluation method/tool is the subject. Evidence basis: Existing v10 row evidence only; linked source not independently re-checked.

[SOURCE URL NORMALIZATION — 2026-08-16] Row-specific source preserved here: https://www.aisi.gov.uk/blog/international-joint-testing-exercise-agentic-testing. Active Source URL standardized to the full/canonical report source shared by Report ID.

[LEGACY RESPONSE DATA — preserved but excluded from active analysis after Tier C reclassification] Sources Checked (channel A): model card, blog, release notes, news search -- 2026-06-28 | Policy Level: Non-binding policy uptake | Policy Response: Cited at International Network meeting; contributed to NIST AI 800-2 on evaluation methodology | Channel B Evidence: https://nvlpubs.nist.gov/nistpubs/ai/NIST.AI.800-2.ipd.pdf | Channel C Verbatim: Judge-LLMs disagree with human evaluators in 23-28% of cases -- the automated systems we rely on to evaluate agent safety cannot reliably replicate human judgment. -- AISI Joint Testing Exercise 3

[SCHEMA RESTORATION 2026-08-16] Tier C Channel A/B evidence restored for archival/descriptive use. Attribution, Action Level, Policy Level, and Proportionality remain blank and these rows remain excluded from headline accountability analysis."
UKAISI-2025-07-HUM4,UKAISI-2025-07-PERSUASION,UK AISI,2025-07-17,C,"[V10 TIER RECLASSIFICATION — 2026-08-15] Tier B→C; subject=evaluation method/tool; empirical=No; named-system=Yes; accountable-developer=Yes; developer=OpenAI; concerning=Not applicable; frontier-relevant=Yes; response-reasonable=No; recency=Not excluded for recency; confidence=Medium; human-review=Mandatory; exclusion-reason=not an empirical model-behaviour finding; evaluation method/tool is the subject. Rationale: Tier C because not an empirical model-behaviour finding; evaluation method/tool is the subject. Evidence basis: Existing v10 row evidence only; linked source not independently re-checked.

[LEGACY RESPONSE DATA — preserved but excluded from active analysis after Tier C reclassification] Academic Citations: Semantic Scholar: 29 citations as of 2026-07-19 (https://api.semanticscholar.org/graph/v1/paper/arXiv:2507.13919?fields=title,citationCount)"
UKAISI-2025-07-GOV1,UKAISI-2025-07-GOV1,UK AISI,2025-07-16,C,"[V10 TIER RECLASSIFICATION — 2026-08-15] Tier C→C; subject=evaluation method/tool; empirical=No; named-system=Yes; accountable-developer=No; developer=not identified; concerning=Not applicable; frontier-relevant=Yes; response-reasonable=No; recency=Not excluded for recency; confidence=High; human-review=Stratified sample; exclusion-reason=not an empirical model-behaviour finding; evaluation method/tool is the subject. Rationale: Tier C because not an empirical model-behaviour finding; evaluation method/tool is the subject. Evidence basis: Existing v10 row evidence only; linked source not independently re-checked.

[LEGACY RESPONSE DATA — preserved but excluded from active analysis after Tier C reclassification] Sources Checked (channel A): model card, blog, release notes, news search -- 2026-06-28 | Policy Response: No binding requirement to use structured elicitation protocols.

[SCHEMA RESTORATION 2026-08-16] Tier C Channel A/B evidence restored for archival/descriptive use. Attribution, Action Level, Policy Level, and Proportionality remain blank and these rows remain excluded from headline accountability analysis."
METR-2025-07-AUT3,METR-2025-07b,METR,2025-07-14,C,TODO severity ensemble + Channel A/B/C.
METR-2025-07-SOC3,METR-2025-07a,METR,2025-07-10,C,TODO severity ensemble + Channel A/B/C.
UKAISI-2025-07-ALI1,UKAISI-2025-07-ALI1,UK AISI,2025-07-10,C,"[V10 TIER RECLASSIFICATION — 2026-08-15] Tier B→C; subject=evaluation method/tool; empirical=No; named-system=Yes; accountable-developer=Yes; developer=Meta; concerning=Not applicable; frontier-relevant=Yes; response-reasonable=No; recency=Not excluded for recency; confidence=Medium; human-review=Mandatory; exclusion-reason=not an empirical model-behaviour finding; evaluation method/tool is the subject. Rationale: Tier C because not an empirical model-behaviour finding; evaluation method/tool is the subject. Evidence basis: Existing v10 row evidence only; linked source not independently re-checked.

[LEGACY RESPONSE DATA — preserved but excluded from active analysis after Tier C reclassification] Sources Checked (channel A): model card, blog, release notes, news search -- 2026-06-28

[SCHEMA RESTORATION 2026-08-16] Tier C Channel A/B evidence restored for archival/descriptive use. Attribution, Action Level, Policy Level, and Proportionality remain blank and these rows remain excluded from headline accountability analysis."
SGAISI-2025-07-JAI1,SGAISI-2025-07-JAI1,International Network of AI Safety Institutes,2025-07-08,C,"anonymized-model

[V10 TIER RECLASSIFICATION — 2026-08-15] Tier B→C; subject=evaluation method/tool; empirical=No; named-system=No; accountable-developer=No; developer=not identified; concerning=Not applicable; frontier-relevant=Yes; response-reasonable=No; recency=Not excluded for recency; confidence=Medium; human-review=Mandatory; exclusion-reason=not an empirical model-behaviour finding; evaluation method/tool is the subject. Rationale: Tier C because not an empirical model-behaviour finding; evaluation method/tool is the subject. Evidence basis: Existing v10 row evidence only; linked source not independently re-checked.

[LEGACY RESPONSE DATA — preserved but excluded from active analysis after Tier C reclassification] Sources Checked (channel A): https://www.peren.gouv.fr/en/actualites/2025-07-08_jointtesting_rapport/ | Academic Citations: arXiv:2601.15706 (Improving Methodologies for LLM Evaluations Across Global Languages) (https://arxiv.org/abs/2601.15706) | Channel C Verbatim: The exercise shows how safety behaviours can vary across languages. These include differences in safeguard robustness across languages and harm types.

[SCHEMA RESTORATION 2026-08-16] Tier C Channel A/B evidence restored for archival/descriptive use. Attribution, Action Level, Policy Level, and Proportionality remain blank and these rows remain excluded from headline accountability analysis.  [INSTITUTION NORMALISED 2026-08-16] 'International Network of AI Safety Institutes (Singapore AISI lead; France INESIA/PEReN, EU AI Office, Australia, Canada, Japan, Kenya, South Korea, UK)' -> 'International Network of AI Safety Institutes'. Rule: the Institution field names the lead evaluating body; label variants and trailing collaborator clauses are folded into it. Joint evaluations written with '+' are left intact as distinct multi-party entries. Original value preserved here."
APOLLO-2025-07-ALI1,APOLLO-2025-07,Apollo Research,2025-07-03,C,"Apollo also reports difficulty-ordering checks: for the easy-to-medium transition 75.9% of precursor tasks and 55.3% of scheming tasks showed the expected ordering, against 8.3% and 7.9% reversed. TODO severity ensemble + Channel A/B/C."
APOLLO-2025-07-GOV1,APOLLO-2025-07,Apollo Research,2025-07-03,C,Directly bears on the validity of precursor-capability triggers written into frontier AI companies' safety policies. The 22 evaluated models are not individually named on the page. TODO severity ensemble + Channel A/B/C.
APOLLO-2025-07-GOV2,APOLLO-2025-07,Apollo Research,2025-07-03,C,TODO severity ensemble + Channel A/B/C.
SCALEAI-2025-06-GOV1,SCALEAI-2025-06-AGENTRLVR,Scale AI,2025-06-13,C,"Training-method result; the model is an instrument, not an evaluation subject. TODO severity ensemble + Channel A/B/C.  [MERGE 2026-08-16] (RESOLVED — see the [FIX] entry later in this note) was: Report ID collision — SCALEAI-2025-06 is used by two different reports across the halves (v10 'FORTRESS', arxiv.org/abs/2506.14922, 2025-06-17; v11 'Agent-RLVR', labs.scale.com/papers/agent_rlvr, 2025-06-13). §6 requires one Report ID per report; add a slug to disambiguate. Preserved verbatim.  [FIX 2026-08-16] Report ID disambiguated 'SCALEAI-2025-06' -> 'SCALEAI-2025-06-AGENTRLVR': two distinct reports shared one ID, violating §6 (one Report ID per report). Finding ID is immutable and unchanged."
METR-2025-06-ALI4,METR-2025-06,METR,2025-06-05,C,Also notes only one known instance of comparable cheating among incentivised human baseliners. TODO severity ensemble + Channel A/B/C.
METR-2025-06-GOV1,METR-2025-06,METR,2025-06-05,C,Reassuring on CoT legibility; also a concrete governance mechanism. TODO severity ensemble + Channel A/B/C.
TRANSLUCE-2025-06-ALI1,TRANSLUCE-2025-06,Transluce,2025-06-05,C,Applies to any model exposing log-probabilities. Transluce flag this as an intermediate update with sharp edges: significant per-behaviour tuning is needed and some target behaviours could not be elicited at all. TODO severity ensemble + Channel A/B/C.
FARAI-2025-06-ALI1,FARAI-2025-06,FAR.AI,2025-06-03,C,"Funded and supported by the UK AI Security Institute, but no UK AISI co-author is listed, so scope remains third-party-evaluator. Llama 3 models are instruments of a training-protocol study, not the subject of an accountability claim. TODO severity ensemble + Channel A/B/C."
FARAI-2025-06-ALI2,FARAI-2025-06,FAR.AI,2025-06-03,C,"Funded and supported by the UK AI Security Institute, but no UK AISI co-author is listed, so scope remains third-party-evaluator. Llama 3 models are instruments of a training-protocol study, not the subject of an accountability claim. TODO severity ensemble + Channel A/B/C."
FARAI-2025-06-ALI3,FARAI-2025-06,FAR.AI,2025-06-03,C,"Funded and supported by the UK AI Security Institute, but no UK AISI co-author is listed, so scope remains third-party-evaluator. Llama 3 models are instruments of a training-protocol study, not the subject of an accountability claim. TODO severity ensemble + Channel A/B/C."
FARAI-2025-06-ALI4,FARAI-2025-06,FAR.AI,2025-06-03,C,"Funded and supported by the UK AI Security Institute, but no UK AISI co-author is listed, so scope remains third-party-evaluator. Llama 3 models are instruments of a training-protocol study, not the subject of an accountability claim. TODO severity ensemble + Channel A/B/C."
UKAISI-2025-05a-GOV1,UKAISI-2025-05a,UK AISI,2025-05-31,C,"Extracted 2026-08-14. TODO — severity ensemble not yet run (needs API keys, rulebook §11 item 4)
Scope decision: explicitly retained by the project author even though publication month is August 2026, beyond the previously stated July 2026 cutoff. [ID regenerated 2026-08-15: the recorded 2026-08 date was wrong; the UK AISI research index dates this item 2025-05-31. Suffix ""a"" avoids a collision with the existing v10 row UKAISI-2025-05-GOV1, which is a different report.]"
SHANGHAIAILAB-2025-05-ALI1,SHANGHAIAILAB-2025-05-ADVEPREFLEAR,Shanghai AI Laboratory (AI45 Lab),2025-05-30,C,"[NEW — added 2026-08-02 from census-sweep backlog extraction; severity pending ensemble] Tier B: non-frontier open-weight models, training-methodology study instrument.

[V10 TIER RECLASSIFICATION — 2026-08-15] Tier B→C; subject=evaluation method/tool; empirical=No; named-system=Yes; accountable-developer=Yes; developer=Meta; Mistral; concerning=Not applicable; frontier-relevant=No; response-reasonable=No; recency=Not excluded for recency; confidence=Medium; human-review=Mandatory; exclusion-reason=not an empirical model-behaviour finding; non-frontier/out of scope for frontier accountability; evaluation method/tool is the subject. Rationale: Tier C because not an empirical model-behaviour finding; non-frontier/out of scope for frontier accountability; evaluation method/tool is the subject. Evidence basis: Existing v10 row evidence only; linked source not independently re-checked.  [INSTITUTION NORMALISED 2026-08-16] 'Shanghai AI Laboratory / AI45 Lab' -> 'Shanghai AI Laboratory (AI45 Lab)'. Rule: the Institution field names the lead evaluating body; label variants and trailing collaborator clauses are folded into it. Joint evaluations written with '+' are left intact as distinct multi-party entries. Original value preserved here."
UKAISI-2025-05-GOV1,UKAISI-2025-05,UK AISI,2025-05-29,C,"[V10 TIER RECLASSIFICATION — 2026-08-15] Tier C→C; subject=governance/process; empirical=No; named-system=No; accountable-developer=No; developer=not identified; concerning=Not applicable; frontier-relevant=Yes; response-reasonable=No; recency=Not excluded for recency; confidence=High; human-review=Stratified sample; exclusion-reason=not an empirical model-behaviour finding; governance/process is the subject. Rationale: Tier C because not an empirical model-behaviour finding; governance/process is the subject. Evidence basis: Existing v10 row evidence only; linked source not independently re-checked.

[LEGACY RESPONSE DATA — preserved but excluded from active analysis after Tier C reclassification] Academic Citations: Semantic Scholar: 5 citations as of 2026-07-18 (https://api.semanticscholar.org/graph/v1/paper/arXiv:2505.18003?fields=title,citationCount)"
