type,sheet_row,finding_id,column,old,new,reason
fix,,UKAISI-2025-11-ALI1,Policy Level,In guidance,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): 'UK DSIT advanced AI risks briefings...US TRAINS Taskforce' unsubstantiated after exhaustive search."
fix,,UKAISI-2025-11-ALI1,Policy Response,Referenced in UK DSIT advanced AI risks briefings; cited in US TRAINS Taskforce autonomous AI risk scope; no legislative action,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): 'UK DSIT advanced AI risks briefings...US TRAINS Taskforce' unsubstantiated after exhaustive search."
fix,,UKAISI-2025-11-ALI1,Channel C Verbatim,"Misaligned AI systems may have incentives to sabotage efforts to evaluate their own dangerous capabilities, monitor their behaviour or make decisions about their deployment. -- AI Security Hub summarising CTRL-ALT-DECEIT",,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): quote attributed 'AI Security Hub' could not be verified at any real source."
fix,,UKAISI-2025-11-GOV1,Policy Level,In guidance,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): same unsubstantiated DSIT/TRAINS claim as ALI1 (same report)."
fix,,UKAISI-2025-11-GOV1,Policy Response,Referenced in UK DSIT advanced AI risks briefings; cited in US TRAINS Taskforce; no legislative action,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): same unsubstantiated DSIT/TRAINS claim as ALI1 (same report)."
fix,,UKAISI-2025-11-GOV1,Channel C Verbatim,"Misaligned AI systems may have incentives to sabotage efforts to evaluate their own dangerous capabilities, monitor their behaviour or make decisions about their deployment. -- AI Security Hub",,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): same unverifiable 'AI Security Hub' attribution issue as ALI1."
fix,,UKAISI-2025-11-ALI5,Social Highlights,"LessWrong/Alignment Forum and Zvi Mowshowitz posts on the Claude Sonnet 4.5 and Opus 4.5 model-card/alignment results, which discuss the elevated refusal of safety-relevant tasks (https://thezvi.substack.com/p/claude-opus-45-model-card-alignment)",,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): existing Zvi/LessWrong citation confirmed via fetch to be a topic mismatch -- discusses general model-card refusal RATES on sensitive topics, not this specific finding about declining safety-research/evaluation tasks."
fix,,USCAISI-2025-11-GOV3,Policy Response,Referenced in NIST AI 800-2 discussions; raised concerns in AISIC evaluation workstream,Referenced in NIST AI 800-2 discussions (Practices for detecting and preventing evaluation cheating).,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): trimmed 'raised concerns in AISIC evaluation workstream' -- could not be independently confirmed; kept the NIST AI 800-2 citation, which IS genuine (its content closely operationalizes this report's recommendations)."
fix,,USCAISI-2025-11-GOV3,Media Outlets,(https://www.nist.gov/caisi/cheating-ai-agent-evaluations),,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): nist.gov/caisi page is the report's OWN page -- self-citation, not independent media."
fix,,UKAISI-2025-12-GOV5,Policy Response,UK House of Lords 'AI Systems: Risks' debate (January 8 2026) directly cited Trends Report; DSIT committed to regular publication; £15M Alignment Project announced; US Trump proposed 30% NIST budget cut (contradictory signal),UK House of Lords 'AI Systems: Risks' debate (January 8 2026) referenced the Trends Report generally; DSIT committed to regular publication.,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): struck the £15M Alignment Project (announced 5 months BEFORE this report, can't be a 'response' to it) and the 'US Trump 30% NIST cut' clause (real news, but no sourced connection to this UK finding -- pure editorial juxtaposition)."
fix,,UKAISI-2025-12-GOV5,Channel B Evidence,UK House of Lords 'AI Systems: Risks' debate (January 8 2026) directly cited Trends Report; DSIT committed to making report regular publication; £15M Alignment Project announced,UK House of Lords 'AI Systems: Risks' debate (January 8 2026); DSIT committed to making report a regular publication.,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): same strike as Policy Response."
fix,,UKAISI-2025-12-GOV5,Media Outlets,Resultsense (https://www.resultsense.com/insights/2026-04-27-aisi-frontier-ai-vulnerabilities-uk-business-implications),,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): Resultsense article confirmed via fetch to be about a SEPARATE, LATER story (Jade Leung/Telegraph red-teaming of newer models) -- doesn't mention the Trends Report or this finding at all. [Resultsense also independently confirmed (2026-07-19 cross-check) to not produce original journalism -- republishes AISI's own posts -- excluded as a source category-wide.]"
fix,,UKAISI-2025-12-CYB1,Policy Response,UK House of Lords 'AI Systems: Risks' debate (January 8 2026) directly cited Trends Report; £15M Alignment Project announced; DSIT committed to regular publication; US AI Action Plan cited NIST/CAISI biosecurity work,UK House of Lords 'AI Systems: Risks' debate (January 8 2026) referenced the Trends Report generally; DSIT committed to regular publication.,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): struck the £15M Alignment Project (predates report) and 'US AI Action Plan cited NIST/CAISI biosecurity work' (confirmed unrelated US initiative, no sourced connection)."
fix,,UKAISI-2025-12-CYB1,Channel B Evidence,UK House of Lords 'AI Systems: Risks' debate (January 8 2026) directly cited Trends Report; £15M Alignment Project announced; UK Parliament Written Question 102361 (January 2 2026); DSIT committed to making report regular publication,UK House of Lords 'AI Systems: Risks' debate (January 8 2026); UK Parliament Written Question 102361 (January 2 2026); DSIT committed to making report a regular publication.,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): same strike as Policy Response."
fix,,UKAISI-2025-12-CYB1,Channel C Verbatim,We have found vulnerabilities in every single system we have tested. -- AISI CTO Jade Leung (Resultsense April 2026),The length of cyber tasks (expressed as how long they would take a human expert) that models can complete unassisted is doubling roughly every eight months.,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): previous quote ('Jade Leung, Resultsense') was confirmed to be about a different story; replaced with the quote independently confirmed present in the row's own kept Media Outlets (Transformer News, BABL AI)."
fix,,UKAISI-2025-12-BIO1,Policy Response,UK House of Lords 'AI Systems: Risks' debate (January 8 2026) directly cited Trends Report; US AI Action Plan cited NIST/CAISI biosecurity work; DSIT committed to regular publication,UK House of Lords 'AI Systems: Risks' debate (January 8 2026) referenced the Trends Report generally; DSIT committed to regular publication.,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): struck the 'US AI Action Plan cited NIST/CAISI biosecurity work' clause -- confirmed to be a separate, unrelated US initiative."
fix,,UKAISI-2025-12-BIO1,Channel B Evidence,UK House of Lords 'AI Systems: Risks' debate (January 8 2026) directly cited Trends Report; US AI Action Plan cited NIST/CAISI biosecurity work; £15M Alignment Project announced,UK House of Lords 'AI Systems: Risks' debate (January 8 2026); DSIT committed to making report a regular publication.,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): same strike as Policy Response."
fix,,UKAISI-2025-12-BIO1,Channel C Verbatim,We have found vulnerabilities in every single system we have tested. -- AISI CTO Jade Leung (Resultsense April 2026),,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): previous quote ('Jade Leung, Resultsense') was confirmed to be about a different story; kept Media Outlets (Transformer News/BABL AI) discuss this topic generally but not precisely enough to support an exact-quote Channel C Verbatim -- left blank per evidentiary standard rather than force an imprecise quote."
fix,,UKAISI-2025-12-JAI2,Channel C Verbatim,We have found vulnerabilities in every single system we have tested. -- AISI CTO Jade Leung,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): same recycled 'Jade Leung' quote pattern (third copy across CYB1/BIO1/JAI2, not row-specific) -- cleared; a genuine new candidate (completeaitraining.com) is added separately."
fix,,UKAISI-2025-12-ALI12,Policy Level,In guidance,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): 'Cited in UK DSIT AI deployment standards discussions' -- exhaustive gov.uk/DSIT/Hansard search found no such document."
fix,,UKAISI-2025-12-ALI12,Policy Response,Cited in UK DSIT AI deployment standards discussions,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): same as above."
fix,,UKAISI-2025-12-ALI12,Channel B Evidence,Referenced in UK DSIT AI deployment standards discussions,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): same as above."
fix,,UKAISI-2025-12-GOV1,Policy Level,In guidance,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): same unsubstantiated DSIT claim as ALI12 (same report)."
fix,,UKAISI-2025-12-GOV1,Policy Response,Cited in UK DSIT AI deployment standards discussions,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): same as above."
fix,,UKAISI-2025-12-GOV1,Channel B Evidence,Referenced in UK DSIT AI deployment standards discussions,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): same as above."
fix,,UKAISI-2025-12-SOC5,Media Outlets,Al Jazeera (https://www.aljazeera.com/news/2025/2/2/uk-to-become-first-country-to-criminalise-ai-child-abuse-tools); (https://www.gov.uk/government/publications/crime-and-policing-act-2026-factsheets/),,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): Al Jazeera article real but dated Feb 2025 -- covers the ORIGINAL policy-intent announcement, not the April 2026 Royal Assent it's cited for (anachronistic mismatch); gov.uk factsheets page is a primary government publication, not independent media."
fix,,UKAISI-2025-12-SOC5,Policy Response,UK Crime and Policing Act 2026 (Royal Assent April 29 2026) creates new criminal offence for CSA image generators; EU AI Act Omnibus (May 7 2026) prohibits AI CSAM; AISI-Thorn protocol directly incorporated into Technology Testing Defence,UK Crime and Policing Act 2026 (Royal Assent April 29 2026) creates new criminal offence for CSA image generators; EU AI Act Omnibus (May 7 2026) prohibits AI CSAM; the Technology Testing Defence creates a legal basis potentially enabling AISI/Thorn-style testing.,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): softened 'directly incorporated' -- no primary text found naming the AISI-Thorn protocol specifically."
fix,,UKAISI-2025-12-GOV3,Policy Response,Crime and Policing Act 2026 incorporates AISI-Thorn testing framework via Technology Testing Defence; Parliament declined to make guidance itself mandatory when asked,"The Technology Testing Defence in the Crime and Policing Act 2026 creates a legal basis potentially enabling AISI/Thorn-style testing. In response to House of Commons Written Question UIN 104434 (asking whether the AISI-Thorn guidance should be made mandatory), the government pointed to existing/incoming statutory measures (Online Safety Act, Crime and Policing Bill) rather than committing to mandate it.","Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): HC Written Question UIN 104434 confirmed real, but government's answer did not explicitly 'decline' -- it pointed to other statutory measures; also softened 'incorporates' language."
fix,,UKAISI-2025-12-GOV3,Media Outlets,(https://www.thorn.org/),,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): thorn.org is Thorn's own site -- Thorn co-authored the underlying report, self-citation."
fix,,UKAISI-2025-12-GOV4,Policy Response,UK Crime and Policing Act 2026 (Royal Assent April 29 2026) directly creates criminal offence; EU AI Act Omnibus (May 7 2026) adds prohibited practice; Technology Testing Defence incorporates AISI protocol,UK Crime and Policing Act 2026 (Royal Assent April 29 2026) creates a criminal offence for CSA image generators; EU AI Act Omnibus (May 7 2026) adds a prohibited practice; the Technology Testing Defence creates a legal basis potentially enabling AISI/Thorn-style testing.,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): softened 'directly creates'/'incorporates AISI protocol' -- unsupported by primary text."
fix,,UKAISI-2025-12-GOV4,Media Outlets,Al Jazeera (https://www.aljazeera.com/news/2025/2/2/uk-to-become-first-country-to-criminalise-ai-child-abuse-tools); (https://www.gov.uk/government/news/new-law-to-tackle-ai-child-abuse-images-at-source-as-reports-more-than-double),,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): same Al Jazeera anachronism as SOC5; gov.uk release documents the Bill-amendment stage (not Royal Assent) and is a primary government release, not independent media."
fix,,USCAISI-2025-12-AUT1,Policy Response,Kimi K2 Thinking was only a modest improvement on DeepSeek V3.1,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): Policy Response/Channel B Verbatim were literally the finding's own primary NIST source restated, not an independent government/regulatory action."
fix,,USCAISI-2025-12-AUT1,Channel B Verbatim,Kimi K2 Thinking was only a modest improvement on DeepSeek V3.1,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): Policy Response/Channel B Verbatim were literally the finding's own primary NIST source restated, not an independent government/regulatory action."
fix,,USCAISI-2025-12-AUT1,Channel B Evidence,https://www.nist.gov/news-events/news/2025/12/caisi-evaluation-kimi-k2-thinking,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): Policy Response/Channel B Verbatim were literally the finding's own primary NIST source restated, not an independent government/regulatory action."
fix,,JOINT-2025-05-GOV1,Policy Level,Cited,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): CA SB53 bill text (fetched directly) has zero mentions of Anthropic/Claude/Apollo/scheming; EU CoP signing is unrelated generic compliance; 'House Homeland Security Amodei testimony request' is about a DIFFERENT Nov-2025 Chinese-espionage/Claude-Code matter entirely."
fix,,JOINT-2025-05-GOV1,Policy Response,EU AI Act GPAI Code of Practice (Anthropic signed July 2025); California SB 53; US House Homeland Security Committee Amodei testimony request,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): CA SB53 bill text (fetched directly) has zero mentions of Anthropic/Claude/Apollo/scheming; EU CoP signing is unrelated generic compliance; 'House Homeland Security Amodei testimony request' is about a DIFFERENT Nov-2025 Chinese-espionage/Claude-Code matter entirely."
fix,,JOINT-2025-05-GOV1,Channel B Evidence,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260SB53,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): CA SB53 bill text (fetched directly) has zero mentions of Anthropic/Claude/Apollo/scheming; EU CoP signing is unrelated generic compliance; 'House Homeland Security Amodei testimony request' is about a DIFFERENT Nov-2025 Chinese-espionage/Claude-Code matter entirely."
fix,,JOINT-2025-05-JAI1,Media Outlets,"TechCrunch, Axios (https://techcrunch.com/2025/05/22/a-safety-institute-advised-against-releasing-an-early-version-of-anthropics-claude-opus-4-ai-model/)",,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): direct fetch of TechCrunch confirms NO mention of the system-prompt/deference topic at all; Axios similarly covers only the broader deception/blackmail story -- neither discusses this specific root-cause finding."
fix,,JOINT-2025-05-JAI1,Channel C Verbatim,A safety institute advised against releasing an early version of Anthropic's Claude Opus 4 AI model,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): same reason -- quote is about the general story, not this row's specific finding."
fix,,UKAISI-2026-02-CYB1,Policy Level,In guidance,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): searched Home Office AI crime strategy / NCA AI threat assessment -- found only an unrelated NCA response to a different org's report; no Channel B Evidence ever provided."
fix,,UKAISI-2026-02-CYB1,Policy Response,Referenced in Home Office AI crime strategy discussions; cited in National Crime Agency AI threat assessment,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): searched Home Office AI crime strategy / NCA AI threat assessment -- found only an unrelated NCA response to a different org's report; no Channel B Evidence ever provided."
fix,,UKAISI-2026-02-CYB2,Policy Level,In guidance,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): same report/claim/result as CYB1."
fix,,UKAISI-2026-02-CYB2,Policy Response,Referenced in Home Office AI crime strategy discussions; cited in National Crime Agency AI threat assessment,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): same report/claim/result as CYB1."
fix,,UKAISI-2026-03b-CYB1,Policy Level,In guidance,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): AISI's own blog cites NCSC's PRE-EXISTING general container guidance (reverse direction) -- no NCSC guidance references this benchmark; no EU AI Act Art 55 discussion found; no Channel B Evidence ever provided."
fix,,UKAISI-2026-03b-CYB1,Policy Response,Referenced in NCSC cloud security guidance; EU AI Act Art. 55 systemic risk technical standards discussions,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): AISI's own blog cites NCSC's PRE-EXISTING general container guidance (reverse direction) -- no NCSC guidance references this benchmark; no EU AI Act Art 55 discussion found; no Channel B Evidence ever provided."
fix,,UKAISI-2026-03a-GOV2,Policy Level,In guidance,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): no Channel B Evidence provided; searched NCSC/International Network citations of this specific finding -- found only generic collaboration statements."
fix,,UKAISI-2026-03a-GOV2,Policy Response,Referenced in NCSC guidance; contributes to International Network evaluation standards,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): no Channel B Evidence provided; searched NCSC/International Network citations of this specific finding -- found only generic collaboration statements."
fix,,UKAISI-2026-03a-GOV3,Policy Level,In guidance,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): same unsubstantiated NCSC/International-Network claim as GOV2."
fix,,UKAISI-2026-03a-GOV3,Policy Response,Referenced in NCSC guidance; contributes to International Network evaluation standards,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): same unsubstantiated NCSC/International-Network claim as GOV2."
fix,,JOINT-2026-03-JAI1,Policy Level,In guidance,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): Channel B Evidence is the NIST/CAISI blog itself -- confirmed via fetch to be the PRIMARY source reporting the competition's own findings, not a separate policy document. Self-citation."
fix,,JOINT-2026-03-JAI1,Policy Response,Referenced in US government AI security guidance; cited in NIST AI agent security work,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): Channel B Evidence is the NIST/CAISI blog itself -- confirmed via fetch to be the PRIMARY source reporting the competition's own findings, not a separate policy document. Self-citation."
fix,,JOINT-2026-03-JAI1,Channel B Evidence,https://www.nist.gov/blogs/caisi-research-blog/insights-ai-agent-security-large-scale-red-teaming-competition,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): Channel B Evidence is the NIST/CAISI blog itself -- confirmed via fetch to be the PRIMARY source reporting the competition's own findings, not a separate policy document. Self-citation."
fix,,JOINT-2026-03-CYB1,Policy Level,In guidance,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): same self-citation issue as JAI1 -- same NIST primary blog confirmed."
fix,,JOINT-2026-03-CYB1,Policy Response,Referenced in US government AI security guidance; cited in NIST AI agent security work,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): same self-citation issue as JAI1 -- same NIST primary blog confirmed."
fix,,JOINT-2026-03-CYB1,Channel B Evidence,https://www.nist.gov/blogs/caisi-research-blog/insights-ai-agent-security-large-scale-red-teaming-competition,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): same self-citation issue as JAI1 -- same NIST primary blog confirmed."
fix,,UKAISI-2026-04-ALI15,Policy Level,Cited,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): Lords Library page published 2026-01-05, PREDATES this finding's blog (2026-04-20) by 3.5 months -- temporal impossibility, cites a different unrelated Dec-2025 report instead."
fix,,UKAISI-2026-04-ALI15,Policy Response,House of Lords Library discussed sandbagging-related evaluation integrity as risk category,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): Lords Library page published 2026-01-05, PREDATES this finding's blog (2026-04-20) by 3.5 months -- temporal impossibility, cites a different unrelated Dec-2025 report instead."
fix,,UKAISI-2026-04-ALI15,Response Date,2026-04-20,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): Lords Library page published 2026-01-05, PREDATES this finding's blog (2026-04-20) by 3.5 months -- temporal impossibility, cites a different unrelated Dec-2025 report instead."
fix,,UKAISI-2026-04-ALI15,Lag (days),0.0,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): Lords Library page published 2026-01-05, PREDATES this finding's blog (2026-04-20) by 3.5 months -- temporal impossibility, cites a different unrelated Dec-2025 report instead."
fix,,UKAISI-2026-04-ALI15,Channel B Evidence,https://lordslibrary.parliament.uk/potential-future-risks-from-autonomous-ai-systems/,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): Lords Library page published 2026-01-05, PREDATES this finding's blog (2026-04-20) by 3.5 months -- temporal impossibility, cites a different unrelated Dec-2025 report instead."
fix,,UKAISI-2026-04-ALI15,Media Outlets,AISI primary blog (https://www.aisi.gov.uk/blog/what-can-sandboxed-ai-agents-learn-about-their-evaluation-environments),,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): 'AISI primary blog' listed as Media Outlet is self-citation; Channel C Verbatim is the row's own primary source, circular per Channel C rule -- no independent source survives for this row."
fix,,UKAISI-2026-04-ALI15,Channel C Verbatim,Domain names in network configuration and Transport Layer Security (TLS) certificates contained references to AISI. A username embedded in the container's DNS settings allowed the agent to infer the full name of an AISI employee.' -- AISI blog,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): 'AISI primary blog' listed as Media Outlet is self-citation; Channel C Verbatim is the row's own primary source, circular per Channel C rule -- no independent source survives for this row."
fix,,UKAISI-2026-04-ALI16,Policy Level,Cited,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): same temporal-impossibility issue as ALI15 (same Lords Library page)."
fix,,UKAISI-2026-04-ALI16,Policy Response,House of Lords Library discussed sandbagging-related evaluation integrity as risk category,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): same temporal-impossibility issue as ALI15 (same Lords Library page)."
fix,,UKAISI-2026-04-ALI16,Response Date,2026-04-20,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): same temporal-impossibility issue as ALI15 (same Lords Library page)."
fix,,UKAISI-2026-04-ALI16,Lag (days),0.0,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): same temporal-impossibility issue as ALI15 (same Lords Library page)."
fix,,UKAISI-2026-04-ALI16,Channel B Evidence,https://lordslibrary.parliament.uk/potential-future-risks-from-autonomous-ai-systems/,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): same temporal-impossibility issue as ALI15 (same Lords Library page)."
fix,,UKAISI-2026-04-ALI16,Media Outlets,"Resultsense: 'Every time AISI hardened the sandbox, the agent found a workaround' (https://www.resultsense.com/news/2026-04-21-aisi-sandboxed-agents-discovery)",,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): sole Media citation was Resultsense, independently confirmed (2026-07-19) to not produce original journalism -- it republishes AISI's own posts and fails the independence test; no independent source survives for this row."
fix,,UKAISI-2026-04-ALI16,Channel C Verbatim,Domain names in network configuration and Transport Layer Security (TLS) certificates contained references to AISI. A username embedded in the container's DNS settings allowed the agent to infer the full name of an AISI employee.' -- AISI blog,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): sole Media citation was Resultsense, independently confirmed (2026-07-19) to not produce original journalism -- it republishes AISI's own posts and fails the independence test; no independent source survives for this row."
fix,,UKAISI-2026-04-ALI17,Policy Level,Cited,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): same temporal-impossibility issue as ALI15/ALI16."
fix,,UKAISI-2026-04-ALI17,Policy Response,House of Lords Library discussed sandbagging-related evaluation integrity as risk category; no direct citation of this blog post,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): same temporal-impossibility issue as ALI15/ALI16."
fix,,UKAISI-2026-04-ALI17,Response Date,2026-04-20,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): same temporal-impossibility issue as ALI15/ALI16."
fix,,UKAISI-2026-04-ALI17,Lag (days),0.0,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): same temporal-impossibility issue as ALI15/ALI16."
fix,,UKAISI-2026-04-ALI17,Channel B Evidence,https://lordslibrary.parliament.uk/potential-future-risks-from-autonomous-ai-systems/,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): same temporal-impossibility issue as ALI15/ALI16."
fix,,UKAISI-2026-04-ALI17,Media Outlets,Resultsense (https://www.resultsense.com/news/2026-04-21-aisi-sandboxed-agents-discovery); AISI primary blog (https://www.aisi.gov.uk/blog/what-can-sandboxed-ai-agents-learn-about-their-evaluation-environments),,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): Media citations were Resultsense (non-independent, see above) and AISI's own primary blog (self-citation) -- no independent source survives."
fix,,UKAISI-2026-04-ALI17,Channel C Verbatim,Domain names in network configuration and Transport Layer Security (TLS) certificates contained references to AISI. A username embedded in the container's DNS settings allowed the agent to infer the full name of an AISI employee.' -- AISI blog,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): Media citations were Resultsense (non-independent, see above) and AISI's own primary blog (self-citation) -- no independent source survives."
fix,,UKAISI-2026-04-CYB3,Channel C Verbatim,"Mythos can ""autonomously identify and exploit vulnerabilities across every major operating system""",,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): existing quote ('Mythos can autonomously identify and exploit vulnerabilities...') is directly traceable to Anthropic's OWN research page self-describing Mythos -- primary/company source, not independent commentary, and no Social Highlights entry backed it."
fix,,USCAISI-2026-04-CYB3,Policy Level,Cited,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): 'Cited in US national security discussions...bipartisan PRC AI legislation...Senate Intelligence Committee' unverifiable -- extensive Congress.gov/Senate Intelligence Committee search found no record referencing this specific report; Channel B Evidence was just the source NIST URL itself."
fix,,USCAISI-2026-04-CYB3,Policy Response,Cited in US national security discussions; bipartisan PRC AI legislation; Senate Intelligence Committee,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): 'Cited in US national security discussions...bipartisan PRC AI legislation...Senate Intelligence Committee' unverifiable -- extensive Congress.gov/Senate Intelligence Committee search found no record referencing this specific report; Channel B Evidence was just the source NIST URL itself."
fix,,USCAISI-2026-04-CYB3,Channel B Evidence,https://www.nist.gov/news-events/news/2026/05/caisi-evaluation-deepseek-v4-pro,,"Robust Policy/Media/Social verification sweep 2026-07-19 (15-batch find+verify pass, all 375 rows): 'Cited in US national security discussions...bipartisan PRC AI legislation...Senate Intelligence Committee' unverifiable -- extensive Congress.gov/Senate Intelligence Committee search found no record referencing this specific report; Channel B Evidence was just the source NIST URL itself."
