type,sheet_row,finding_id,column,old,new,reason
DECISION,34,NEW-070,Action Trackable?,yes,no,"Parent report 'Ask Don't Tell: Reducing Sycophancy' is a methodology paper (mitigation technique); finding is a comparative model ranking (old GPT-4o more sycophantic than newer models), not a specific actionable flaw. Consistent with rows 6/7/8/27."
DECISION,34,NEW-070,Finding Type,capability-finding,methodology,"Parent report 'Ask Don't Tell: Reducing Sycophancy' is a methodology paper (mitigation technique); finding is a comparative model ranking (old GPT-4o more sycophantic than newer models), not a specific actionable flaw. Consistent with rows 6/7/8/27."
DECISION,34,NEW-070,Notes,NEW-CANDIDATE  [Report tested: GPT-5; Claude Sonnet 4.5] [ATTRIBUTION RECODED 2026-07-15: company action predates findin,NEW-CANDIDATE  [Report tested: GPT-5; Claude Sonnet 4.5] [ATTRIBUTION RECODED 2026-07-15: company action predates findin,"Parent report 'Ask Don't Tell: Reducing Sycophancy' is a methodology paper (mitigation technique); finding is a comparative model ranking (old GPT-4o more sycophantic than newer models), not a specific actionable flaw. Consistent with rows 6/7/8/27."
VERIFIED-FIX,39,NEW-147,Models / Systems,,"OpenAI products (ChatGPT/API, configuration-level)","Was blank; finding is product/config-level (company named, no specific model version)"
VERIFIED-FIX,39,NEW-147,Notes,NEW-CANDIDATE,NEW-CANDIDATE [2026-07-15: filled Models (product-level); company-published source (OpenAI blog = only source ,audit trail
DECISION,21,UKAISI-2025-11-ALI11,(ROW),present,DROPPED,"Source is Google DeepMind Gemini 3 Pro FSF self-report naming NO evaluating agency (only ""external evaluators"") -> out of scope per user rule 2026-07-15"
DECISION,36,NEW-106,(ROW),present,DROPPED,"Source is Google DeepMind Gemini 3 Pro FSF self-report naming NO evaluating agency (only ""external evaluators"") -> out of scope per user rule 2026-07-15"
DECISION,107,UKAISI-2025-11-BIO1,(ROW),present,DROPPED,"Source is Google DeepMind Gemini 3 Pro FSF self-report naming NO evaluating agency (only ""external evaluators"") -> out of scope per user rule 2026-07-15"
DECISION,152,NEW-107,(ROW),present,DROPPED,"Source is Google DeepMind Gemini 3 Pro FSF self-report naming NO evaluating agency (only ""external evaluators"") -> out of scope per user rule 2026-07-15"
DECISION,205,UKAISI-2025-11-GOV11,(ROW),present,DROPPED,"Source is Google DeepMind Gemini 3 Pro FSF self-report naming NO evaluating agency (only ""external evaluators"") -> out of scope per user rule 2026-07-15"
DECISION,206,UKAISI-2025-11-GOV2,(ROW),present,DROPPED,"Source is Google DeepMind Gemini 3 Pro FSF self-report naming NO evaluating agency (only ""external evaluators"") -> out of scope per user rule 2026-07-15"
DECISION,4,UKAISI-2024-12-BIO1,Action Trackable?,yes,no,"Benchmark feasibility score from the Long-Form Tasks bio-protocol eval whose autograder was over-lenient (>70% of 'feasible' outputs downgraded by human experts); C2, no demonstrated threat, no warranted company response. Sibling rows 4 & 38 harmonized."
DECISION,4,UKAISI-2024-12-BIO1,Notes,Outcome type 5 -- no company response; Medium+None -> Disproportionate  [Report tested: Claude 3.5 Sonnet],Outcome type 5 -- no company response; Medium+None -> Disproportionate  [Report tested: Claude 3.5 Sonnet] [RE,"Benchmark feasibility score from the Long-Form Tasks bio-protocol eval whose autograder was over-lenient (>70% of 'feasible' outputs downgraded by human experts); C2, no demonstrated threat, no warranted company response. Sibling rows 4 & 38 harmonized."
DECISION,38,NEW-151,Notes,"NEW-CANDIDATE [RE-FILED 2026-07-15: company self-classification (OpenAI Preparedness), not an eval finding — k","NEW-CANDIDATE [RE-FILED 2026-07-15: company self-classification (OpenAI Preparedness), not an eval finding — k","Benchmark feasibility score from the Long-Form Tasks bio-protocol eval whose autograder was over-lenient (>70% of 'feasible' outputs downgraded by human experts); C2, no demonstrated threat, no warranted company response. Sibling rows 4 & 38 harmonized."
DECISION,241,ADD-09,Domain,Jailbreaks,Bio-Chem,Biosecurity finding mislabeled Jailbreaks
DECISION,242,ADD-10,Domain,Jailbreaks,Bio-Chem,Biosecurity finding mislabeled Jailbreaks
DECISION,241,ADD-09,Severity (C1/C2) majority,C1,C2,"Inconclusive result (classifiers disabled, ""no clear conclusion can be drawn"") — not a demonstrated danger; C1->C2"
DECISION,241,ADD-09,Notes,ADD-09: completeness-audit; pending severity/response/channel,ADD-09: completeness-audit; pending severity/response/channel [2026-07-16: Domain Jailbreaks->Bio-Chem; Sev C1,audit
DECISION,242,ADD-10,Notes,ADD-10: completeness-audit; pending severity/response/channel,ADD-10: completeness-audit; pending severity/response/channel [2026-07-16: Domain Jailbreaks->Bio-Chem.],audit
DECISION,241,ADD-09,Action Trackable?,yes,no,"Inconclusive result ('no clear conclusion can be drawn', safety classifiers disabled); an inconclusive finding warrants no specific company response -> out of accountability set."
DECISION,241,ADD-09,Finding Type,capability-finding,capability-finding;reassuring-null,"Inconclusive result ('no clear conclusion can be drawn', safety classifiers disabled); an inconclusive finding warrants no specific company response -> out of accountability set."
DECISION,241,ADD-09,Notes,ADD-09: completeness-audit; pending severity/response/channel [2026-07-16: Domain Jailbreaks->Bio-Chem; Sev C1,ADD-09: completeness-audit; pending severity/response/channel [2026-07-16: Domain Jailbreaks->Bio-Chem; Sev C1,"Inconclusive result ('no clear conclusion can be drawn', safety classifiers disabled); an inconclusive finding warrants no specific company response -> out of accountability set."
DECISION,28,NEW-092,Finding,US AISI: Claude 3.5 Sonnet scored 57% average on ML model-improvement challenges vs 48% for the best,"In the joint pre-deployment eval, Claude 3.5 Sonnet showed marginal capability uplift over the best ",MERGE NEW-092+s2+s3: one benchmark-capability profile from the same report
DECISION,28,NEW-092,Severity (C1/C2) majority,C1,C2,"Benchmark uplift (marginal, over reference), not a demonstrated danger; SPLIT C1 was a domain over-read -> C2"
DECISION,28,NEW-092,Action Trackable?,yes,no,Benchmark-capability profile with marginal uplift and no threshold breach; no specific company response warranted -> out of accountability set
DECISION,28,NEW-092,Notes,NEW-CANDIDATE  [CLUBBED 2: NEW-092 + NEW-093]  [Report tested: OpenAI o1-preview; GPT-4o (reference),NEW-CANDIDATE  [CLUBBED 2: NEW-092 + NEW-093]  [Report tested: OpenAI o1-preview; GPT-4o (reference),audit
DECISION,29,NEW-092-s2,Action Trackable?,yes,no,MERGED into NEW-092 (tombstone; delete on finalize)
DECISION,29,NEW-092-s2,Notes,NEW-CANDIDATE  [CLUBBED 2: NEW-092 + NEW-093]  [Report tested: OpenAI o1-preview; GPT-4o (reference),"[MERGED 2026-07-16 into NEW-092 -- tombstone, delete on finalize]",merge
DECISION,30,NEW-092-s3,Action Trackable?,yes,no,MERGED into NEW-092 (tombstone; delete on finalize)
DECISION,30,NEW-092-s3,Notes,NEW-CANDIDATE  [CLUBBED 2: NEW-092 + NEW-093]  [Report tested: OpenAI o1-preview; GPT-4o (reference),"[MERGED 2026-07-16 into NEW-092 -- tombstone, delete on finalize]",merge
DECISION,140,JOINT-2025-00-BIO1,Finding,Evaluators bypassed the Constitutional Classifiers via false annotations (e.g. falsely cla,UK AISI/CAISI evaluators found multiple universal jailbreaks bypassing Claude Opus 4/4.1 C,"MERGE BIO1+s2+s3+s4: four bypass techniques, one report, one model"
DECISION,140,JOINT-2025-00-BIO1,Company Response,Anthropic's own blog acknowledges the vulnerability -- false annotations (e.g. falsely cla,"Anthropic acknowledged the bypasses and, rather than patching each individually, restructu",Anthropic responded to all four as one class (architecture restructure)
DECISION,140,JOINT-2025-00-BIO1,Channel A Verbatim,"Testers discovered that specific annotations, like falsely claiming human review had occur","Rather than simply patching this individual exploit, the discovery prompted us to fundamen",exact quote capturing the unified response
DECISION,140,JOINT-2025-00-BIO1,Notes,Access type pre-deployment -- private fix cannot be excluded as concurrent. Joint evaluati,Access type pre-deployment -- private fix cannot be excluded as concurrent. Joint evaluati,audit
DECISION,141,JOINT-2025-00-BIO1-s2,Action Trackable?,yes,no,MERGED into JOINT-2025-00-BIO1 (tombstone; delete on finalize)
DECISION,141,JOINT-2025-00-BIO1-s2,Notes,Access type pre-deployment -- private fix cannot be excluded as concurrent. Joint evaluati,"[MERGED 2026-07-16 into JOINT-2025-00-BIO1 -- tombstone, delete on finalize]",merge
DECISION,142,JOINT-2025-00-BIO1-s3,Action Trackable?,yes,no,MERGED into JOINT-2025-00-BIO1 (tombstone; delete on finalize)
DECISION,142,JOINT-2025-00-BIO1-s3,Notes,Access type pre-deployment -- private fix cannot be excluded as concurrent. Joint evaluati,"[MERGED 2026-07-16 into JOINT-2025-00-BIO1 -- tombstone, delete on finalize]",merge
DECISION,143,JOINT-2025-00-BIO1-s4,Action Trackable?,yes,no,MERGED into JOINT-2025-00-BIO1 (tombstone; delete on finalize)
DECISION,143,JOINT-2025-00-BIO1-s4,Notes,Access type pre-deployment -- private fix cannot be excluded as concurrent. Joint evaluati,"[MERGED 2026-07-16 into JOINT-2025-00-BIO1 -- tombstone, delete on finalize]",merge
DECISION,140,JOINT-2025-00-BIO1,Notes,Access type pre-deployment -- private fix cannot be excluded as concurrent. Joint evaluati,Access type pre-deployment -- private fix cannot be excluded as concurrent. Joint evaluati,tag company-published
VERIFIED-FIX,2,UKAISI-2024-01-GOV1,Domain,Governance,Transparency/Disclosure;Institutional,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,9,UKAISI-2024-05b-GOV1,Domain,Governance,International-coordination;Institutional,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,10,UKAISI-2024-05b-GOV2,Domain,Governance,Eval-tooling,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,11,NEW-005,Domain,Governance,Eval-methodology;Institutional,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,12,NEW-007,Domain,Governance,Institutional,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,13,UKAISI-2024-05-GOV1,Domain,Governance,Transparency/Disclosure;Institutional,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,18,UKAISI-2024-10-JAI4,Domain,Jailbreaks,Jailbreaks;Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,19,NETWORK-2024-11-GOV1,Domain,Governance,Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,20,NETWORK-2024-11-GOV2,Domain,Governance,International-coordination;Institutional,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,21,UKAISI-2024-11-GOV11,Domain,Governance,Transparency/Disclosure;Institutional,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,22,UKAISI-2024-11-GOV2,Domain,Governance,Cyber;Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,23,UKAISI-2024-11-GOV3,Domain,Governance,Cyber;Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,24,NEW-010,Domain,Governance,Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,34,JOINT-2024-11-GOV1,Domain,Governance,International-coordination;Institutional,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,37,UKAISI-2024-12-GOV3,Domain,Governance,Bio-Chem;Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,39,NEW-097,Domain,Bio-Chem,Bio-Chem;Transparency/Disclosure,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,43,USCAISI-2025-01-GOV1,Domain,Governance,Policy/Standards;Institutional,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,44,JOINT-2025-01-JAI1,Domain,Jailbreaks,Jailbreaks;Autonomy,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,45,UKAISI-2025-02-GOV1,Domain,Governance,Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,46,SGAISI-2025-02-JAI1,Domain,Societal,Jailbreaks;Societal,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,48,UKAISI-2025-03-GOV11,Domain,Governance,Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,49,NEW-012,Domain,Governance,Transparency/Disclosure,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,54,NEW-014,Domain,Governance,Autonomy;Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,55,UKAISI-2025-05-GOV1,Domain,Governance,Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,56,NEW-016,Domain,Governance,Institutional,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,57,UKAISI-2025-07-CYB1,Domain,Cyber,Cyber;Autonomy,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,58,SGAISI-2025-07-JAI1,Domain,Jailbreaks,Jailbreaks;Societal,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,59,SGAISI-2026-01-AUT1,Domain,Autonomy,Autonomy;Cyber,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,60,UKAISI-2025-07-AUT1,Domain,Autonomy,Autonomy;Cyber,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,61,UKAISI-2025-10-ALI1b,Domain,Jailbreaks,Alignment,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,62,UKAISI-2025-10-AUT1,Domain,Autonomy,Autonomy;Cyber;Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,63,UKAISI-2026-06-ALI1b,Domain,Alignment,Alignment;Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,64,NEW-053,Domain,Cyber,Cyber;Autonomy,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,65,NEW-061,Domain,Autonomy,Autonomy;Alignment,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,66,NEW-145,Domain,Alignment,Alignment;Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,67,NEW-165,Domain,Societal,Societal;International-coordination,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,68,NEW-173,Domain,Alignment,Alignment;Autonomy,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,69,NEW-177,Domain,Alignment,Alignment;Autonomy,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,71,NEW-062,Domain,Alignment,Alignment;Autonomy,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,72,NEW-078,Domain,Human Influence,Human Influence;Transparency/Disclosure,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,74,NEW-174,Domain,Alignment,Alignment;Autonomy,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,76,NEW-079,Domain,Alignment,Alignment;Transparency/Disclosure,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,77,NEW-115,Domain,Bio-Chem,Bio-Chem;Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,78,NEW-135,Domain,Alignment,Alignment;Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,80,NEW-159,Domain,Jailbreaks,Jailbreaks;Autonomy,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,81,NEW-171,Domain,Jailbreaks,Jailbreaks;Societal,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,82,NEW-175,Domain,Alignment,Alignment;Autonomy,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,84,NEW-056,Domain,Cyber,Cyber;Autonomy,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,85,NEW-060,Domain,Alignment,Alignment;Autonomy,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,87,NEW-108,Domain,Alignment,Alignment;Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,91,NEW-172,Domain,Alignment,Alignment;Autonomy,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,92,NEW-176,Domain,Cyber,Cyber;Autonomy,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,93,KAISI-2025-12-SOC1,Domain,Governance,Institutional;Eval-tooling,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,94,NEW-021,Domain,Governance,Institutional,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,95,NEW-069,Domain,Governance,Alignment;Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,96,NEW-101,Domain,Governance,Jailbreaks;Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,97,NEW-117,Domain,Governance,Alignment;Eval-tooling,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,98,NEW-125,Domain,Governance,Alignment;Transparency/Disclosure,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,99,NEW-133,Domain,Governance,Human Influence;Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,100,NEW-137,Domain,Societal,Societal;Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,101,NEW-149,Domain,Governance,Societal;Policy/Standards,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,102,NEW-157,Domain,Governance,Cyber;Frontier-forecasting,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,103,NEW-181,Domain,Governance,Cyber;Eval-tooling,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,104,NEW-046,Domain,Governance,Cyber;Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,105,NEW-102,Domain,Governance,Jailbreaks;Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,106,NEW-114,Domain,Governance,Bio-Chem;Alignment,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,107,NEW-122,Domain,Governance,Cyber;Autonomy,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,108,NEW-158,Domain,Governance,Policy/Standards;Frontier-forecasting,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,109,NEW-166,Domain,Governance,Eval-methodology;International-coordination,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,110,NEW-178,Domain,Governance,Autonomy;Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,111,NEW-182,Domain,Governance,Cyber;Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,112,NEW-063,Domain,Governance,Alignment;Autonomy,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,113,NEW-127,Domain,Governance,Autonomy;Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,114,NEW-131,Domain,Governance,Alignment;Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,115,NEW-163,Domain,Governance,Bio-Chem;Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,116,NEW-167,Domain,Governance,Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,117,NEW-179,Domain,Governance,Institutional;Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,118,NEW-008,Domain,Governance,Autonomy;Eval-tooling,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,119,NEW-148,Domain,Governance,Transparency/Disclosure;Institutional,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,120,NEW-156,Domain,Governance,Bio-Chem;Frontier-forecasting,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,121,NEW-160,Domain,Governance,Jailbreaks;Autonomy,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,122,NEW-180,Domain,Governance,Institutional,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,123,NEW-184,Domain,Governance,Institutional;Transparency/Disclosure,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,124,UKAISI-2025-07-ALI1,Domain,Alignment,Alignment;Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,125,UKAISI-2025-07-GOV1,Domain,Governance,Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,127,JOINT-2025-07-GOV1,Domain,Governance,Autonomy;Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,128,NEW-103,Domain,Governance,Cyber;Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,129,NEW-104,Domain,Governance,Autonomy;Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,131,NEW-111,Domain,Jailbreaks,Jailbreaks;Eval-tooling,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,132,NEW-112,Domain,Governance,Jailbreaks,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,133,UKAISI-2025-08-JAI11,Domain,Jailbreaks,Bio-Chem;Jailbreaks,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,134,UKAISI-2025-08-JAI2,Domain,Governance,Jailbreaks,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,135,NEW-018,Domain,Governance,Policy/Standards;Transparency/Disclosure,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,136,NEW-019,Domain,Governance,Policy/Standards,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,137,NEW-020,Domain,Governance,Policy/Standards;Frontier-forecasting,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,138,UKAISI-2025-09-AUT1,Domain,Alignment,Alignment;Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,139,NEW-136,Domain,Governance,Alignment;Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,144,JOINT-2025-00-JAI3,Domain,Jailbreaks,Jailbreaks;Transparency/Disclosure,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,145,JOINT-2025-08-JAI1,Domain,Jailbreaks,Bio-Chem;Jailbreaks,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,148,JOINT-2025-08-GOV2,Domain,Governance,Institutional,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,149,UKAISI-2025-09-SOC1,Domain,Societal,Societal;Human Influence,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,150,UKAISI-2025-09-GOV1,Domain,Governance,Institutional,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,152,NEW-082,Domain,Human Influence,Human Influence;Societal,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,153,NEW-080,Domain,Alignment,Alignment;Cyber,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,155,USCAISI-2025-09-CYB2,Domain,Governance,Policy/Standards,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,156,USCAISI-2025-09-SOC1,Domain,Governance,Frontier-forecasting,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,157,UKAISI-2025-10-ALI1,Domain,Alignment,Alignment;Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,158,UKAISI-2025-10-ALI2,Domain,Alignment,Alignment;Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,159,UKAISI-2025-10-ALI3,Domain,Alignment,Alignment;Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,160,NEW-022,Domain,Autonomy,Autonomy;Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,161,UKAISI-2025-10-GOV1,Domain,Governance,Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,162,AISI-JP-2025-10-SOC1,Domain,Societal,Societal;Policy/Standards,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,163,UKAISI-2025-11a-GOV1,Domain,Governance,Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,165,UKAISI-2025-11-GOV1,Domain,Governance,Institutional,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,166,UKAISI-2025-11-ALI5,Domain,Alignment,Alignment;Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,167,UKAISI-2025-11-ALI6,Domain,Alignment,Alignment;Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,168,UKAISI-2025-11b-ALI1,Domain,Alignment,Alignment;Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,169,NEW-116,Domain,Alignment,Alignment;Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,170,NEW-025,Domain,Governance,Alignment;Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,171,NEW-083,Domain,Alignment,Alignment;Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,172,USCAISI-2025-11-GOV3,Domain,Governance,Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,173,NEW-086,Domain,Governance,Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,175,NEW-118,Domain,Governance,Transparency/Disclosure,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,176,NEW-120,Domain,Governance,Alignment;Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,177,USCAISI-2025-12-SOC1,Domain,Human Influence,Human Influence;Societal,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,180,USCAISI-2025-12-GOV1,Domain,Governance,Frontier-forecasting,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,183,UKAISI-2025-12-GOV2,Domain,Governance,Transparency/Disclosure,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,184,UKAISI-2025-12-ALI2,Domain,Alignment,Alignment;Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,185,UKAISI-2025-12-ALI3,Domain,Alignment,Alignment;Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,186,NEW-031,Domain,Governance,Alignment;Eval-methodology,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,187,UKAISI-2025-12-ALI13,Domain,Alignment,Alignment;Eval-tooling,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,188,UKAISI-2025-12-ALI12,Domain,Alignment,Alignment;Eval-tooling,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,189,UKAISI-2025-12-GOV1,Domain,Alignment,Alignment;Eval-tooling,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,190,NEW-032,Domain,Alignment,Alignment;Eval-tooling,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,191,NEW-033,Domain,Governance,Alignment;Eval-tooling,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,193,UKAISI-2025-12-GOV3,Domain,Governance,Societal;Policy/Standards,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,194,UKAISI-2025-12-GOV4,Domain,Governance,Societal;Policy/Standards,Re-derived: capability subject / governance sub-type (multi-select)
VERIFIED-FIX,195,UKAISI-2025-12-CYB1,Domain,Cyber,Cyber;Frontier-forecasting,Re-derived: capability subject / governance sub-type (multi-select)
