venue,item_title,url,publication_date,decision,reason,report_id,sweep_date,sweeper
Allen Institute for AI (Ai2),NLPositionality: Characterizing Design Biases of Datasets and Models,https://www.semanticscholar.org/paper/NLPositionality%3A-Characterizing-Design-Biases-of-Santy-Liang/a66ff335f5934fe7503a99d3eb3abed493994df1,2023,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
Allen Institute for AI (Ai2),Reproducibility in NLP: What Have We Learned from the Checklist?,https://www.semanticscholar.org/paper/8fbe524965cb48b7ffbb290ed97a1381c6c35d2b,2023,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
Allen Institute for AI (Ai2),Are Layout-Infused Language Models Robust to Layout Distribution Shifts? A Case Study with Scientific Documents,https://www.semanticscholar.org/paper/4de7d1c3a4e2951a4495ca7bfc2c715a7686501f,2023,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
Allen Institute for AI (Ai2),ClarifyDelphi: Reinforced Clarification Questions with Defeasibility Rewards for Social and Moral Situations,https://www.semanticscholar.org/paper/ClarifyDelphi%3A-Reinforced-Clarification-Questions-Pyatkin-Hwang/66e1e4ac804be19e7be931a3b999128529bb41a6,2023,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
Allen Institute for AI (Ai2),CREPE: Open-Domain Question Answering with False Presuppositions,https://www.semanticscholar.org/paper/a63f3785611125257a7feefbb9533ca41af59c13,2023,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
Allen Institute for AI (Ai2),"Do Androids Laugh at Electric Sheep? Humor ""Understanding"" Benchmarks from The New Yorker Caption Contest",https://www.semanticscholar.org/paper/d01da78bee990d8c06cfbad855789449c87906d2,2023,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
Allen Institute for AI (Ai2),Do language models have coherent mental models of everyday things?,https://www.semanticscholar.org/paper/fb7573ded82cff42b9341c4a6b3ca156f8369e07,2023,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
Allen Institute for AI (Ai2),Efficient Methods for Natural Language Processing: A Survey,https://www.semanticscholar.org/paper/c2efc25fa1a2b0192b95dc92d9dccf90e602c74c,2023,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
Allen Institute for AI (Ai2),Elaboration-Generating Commonsense Question Answering at Scale,https://www.semanticscholar.org/paper/6b26afa7de2a40b53c2e4ee719230ab2620b1f9d,2023,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
Allen Institute for AI (Ai2),Few-shot Fine-tuning vs. In-context Learning: A Fair Comparison and Evaluation,https://www.semanticscholar.org/paper/46ae68f188e2ce1bad703878e8f14e710ecb6009,2023,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
Allen Institute for AI (Ai2),FiD-ICL: A Fusion-in-Decoder Approach for Efficient In-Context Learning,https://www.semanticscholar.org/paper/4f7edcd05d99c6372af60d55526645297422f4b6,2023,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
Allen Institute for AI (Ai2),HINT: Hypernetwork Instruction Tuning for Efficient Zero-Shot Generalisation,https://www.semanticscholar.org/paper/70d89d380ca5d20564e1dd8ed2f4c59f5c7b3656,2023,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
Allen Institute for AI (Ai2),NarrowBERT: Accelerating Masked Language Model Pretraining and Inference,https://www.semanticscholar.org/paper/373105fdc720c4e8f3fba7f7b7de7335a3cc4340,2023,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
Allen Institute for AI (Ai2),Nonparametric Masked Language Modeling,https://www.semanticscholar.org/paper/9492ee1435e183cb62b65d8d7f39be0dfd17377a,2023,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
Allen Institute for AI (Ai2),"One Embedder, Any Task: Instruction-Finetuned Text Embeddings",https://www.semanticscholar.org/paper/63c0dbe2426f9c92f469151d1773e5265ae6580e,2023,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
Allen Institute for AI (Ai2),PuMer: Pruning and Merging Tokens for Efficient Vision Language Models,https://www.semanticscholar.org/paper/0ba0e73ba636b3f93d2e5e39d8f93a40bbbe555a,2023,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
Allen Institute for AI (Ai2),Risks and NLP Design: A Case Study on Procedural Document QA,https://www.semanticscholar.org/paper/56e11b43ee6d47e2520cc24b073fc87a0363803e,2023,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
Allen Institute for AI (Ai2),Riveter: Measuring Power and Social Dynamics Between Entities,https://maria-antoniak.github.io/resources/2023_riveter.pdf,2023,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
Allen Institute for AI (Ai2),RL4F: Generating Natural Language Feedback with Reinforcement Learning for Repairing Model Outputs,https://www.semanticscholar.org/paper/d181b40f09ca88f42358922bcfcd0cb8cdfa55a9,2023,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
Allen Institute for AI (Ai2),Self-Instruct: Aligning Language Models with Self-Generated Instructions,https://www.semanticscholar.org/paper/e65b346d442e9962a4276dc1c1af2956d9d5f1eb,2023,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
Allen Institute for AI (Ai2),Stubborn Lexical Bias in Data and Models,https://www.semanticscholar.org/paper/98f47ce15f34674f50f5d0d719aa66aa91a97480,2023,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
Allen Institute for AI (Ai2),Task-aware Retrieval with Instructions,https://www.semanticscholar.org/paper/8cf05ed2b7cd3b0f601c454914a678c24d393de3,2023,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
Allen Institute for AI (Ai2),Words as Gatekeepers: Measuring Discipline-specific Terms and Meanings in Scholarly Publications,https://www.semanticscholar.org/paper/80901cab5dbe8f193a197540d407f3dad999c797,2023,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
Allen Institute for AI (Ai2),Global Precipitation Correction Across a Range of Climates Using CycleGAN,https://doi.org/10.22541/essoar.168881853.36817507/v1,2023,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
Allen Institute for AI (Ai2),I2D2: Inductive Knowledge Distillation with NeuroLogic and Self-Imitation,https://www.semanticscholar.org/paper/83562af413d730b9321efe8bea24058514ac940b,2023,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
Allen Institute for AI (Ai2),Let Me Teach You: Pedagogical Foundations of Feedback for Language Models,https://www.semanticscholar.org/paper/16342fd115398bb1bcf2f16baf94f9d4d122d480,2023,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
Allen Institute for AI (Ai2),Chain-of-Thought Hub: A Continuous Effort to Measure Large Language Models' Reasoning Performance,https://www.semanticscholar.org/paper/ea75117f34b168a20f2a4309ac2eb685ca6b1436,2023,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
Allen Institute for AI (Ai2),ARIES: A Corpus of Scientific Paper Edits Made in Response to Peer Reviews,https://www.semanticscholar.org/paper/fd8c64d0b912795e1cefc0aba4c6d90499132755,2023,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
Allen Institute for AI (Ai2),Perspective: Large Language Models in Applied Mechanics,https://www.semanticscholar.org/paper/ea79a53564dc7a4968ca7b3136e9e25d14cf2693,2023,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
Allen Institute for AI (Ai2),Phone2Proc: Bringing Robust Robots Into Our Chaotic World,https://www.semanticscholar.org/paper/7f3fe0c2a941aaf1b41a2641c9e5571b79cec499,2023,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
Allen Institute for AI (Ai2),Visual Programming: Compositional visual reasoning without training,https://www.semanticscholar.org/paper/af1c871282ec122869d03f5420ef5d9143358a91,2023,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
Allen Institute for AI (Ai2),The Tail Wagging the Dog: Dataset Construction Biases of Social Bias Benchmarks,https://www.semanticscholar.org/paper/7451fa243ef57ca76c704f1a3aaf5091fb3c1781,2023,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
Allen Institute for AI (Ai2),LLM-Blender: Ensembling Large Language Models with Pairwise Ranking and Generative Fusion,https://www.semanticscholar.org/paper/2569a39bf960467d588d1950871254c42252ef7f,2023,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
Allen Institute for AI (Ai2),Evaluating the Social Impact of Generative AI Systems in Systems and Society,https://www.semanticscholar.org/paper/a80d106b4536884af8da68078babc70086b1a607,2023,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
Allen Institute for AI (Ai2),Morphosyntactic probing of multilingual BERT models,https://www.semanticscholar.org/paper/2b6cefcedf5ab2b747e4c4279666cb100fff8506,2023,PENDING-FETCH,eval-candidate; not yet full-text screened,,2026-08-01,title-triage
Allen Institute for AI (Ai2),"Multimodal C4: An Open, Billion-scale Corpus of Images Interleaved With Text",https://www.semanticscholar.org/paper/df958800014d310b6df34ad83d771314d68fbb2d,2023,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
Allen Institute for AI (Ai2),Commonsense Knowledge Transfer for Pre-trained Language Models,https://www.semanticscholar.org/paper/1c6c6a26d23e8343c6de06187818f0402c994812,2023,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
Allen Institute for AI (Ai2),Modular Transformers: Compressing Transformers into Modularized Layers for Flexible Efficient Inference,https://www.semanticscholar.org/paper/1a7763f30c97b5b052af36bcfe478f64dcb97986,2023,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
Allen Institute for AI (Ai2),EXCALIBUR: Encouraging and Evaluating Embodied Exploration,https://openaccess.thecvf.com/content/CVPR2023/papers/Zhu_EXCALIBUR_Encouraging_and_Evaluating_Embodied_Exploration_CVPR_2023_paper.pdf,2023,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
Allen Institute for AI (Ai2),Minding Language Models' (Lack of) Theory of Mind: A Plug-and-Play Multi-Character Belief Tracker,https://www.semanticscholar.org/paper/d7a3f5c612930a3c08f1632b88934252edc66d67,2023,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
Allen Institute for AI (Ai2),Z-ICL: Zero-Shot In-Context Learning with Pseudo-Demonstrations,https://www.semanticscholar.org/paper/0942bd8fad71282994ff4e9a779c09745da68edc,2023,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
Allen Institute for AI (Ai2),Improving the reliability of ML-corrected climate models with novelty detection,https://doi.org/10.1029/2023MS003809,2023,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
Allen Institute for AI (Ai2),A Controllable QA-based Framework for Decontextualization,https://www.semanticscholar.org/paper/366c9bf93e9f5cc64bffdb4dc1e98943f597e941,2023,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
Allen Institute for AI (Ai2),Aligning Language Models to User Opinions,https://www.semanticscholar.org/paper/5db0f55332839c408e3049cea1a6ad48fefba70c,2023,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
Allen Institute for AI (Ai2),Anthropomorphization of AI: Opportunities and Risks,https://www.semanticscholar.org/paper/86f163283adcab14fc7f2c021027b1139432b0af,2023,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
Allen Institute for AI (Ai2),Complex Mathematical Symbol Definition Structures: A Dataset and Model for Coordination Resolution in Definition Extraction,https://www.semanticscholar.org/paper/f8a906ded8da15d5a6d7051713147db958461bf8,2023,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
Allen Institute for AI (Ai2),CSTS: Conditional Semantic Textual Similarity,https://www.semanticscholar.org/paper/b036a77b8c2667dfaf967c09d2662f05fbb5ebaa,2023,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
Allen Institute for AI (Ai2),Decomposing Complex Queries for Tip-of-the-tongue Retrieval,https://www.semanticscholar.org/paper/18da56db27aaa455dbead90c9651dee5f160b1ef,2023,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
Allen Institute for AI (Ai2),Just CHOP: Embarrassingly Simple LLM Compression,https://www.semanticscholar.org/reader/6f838a11544c7b02d051814269a20cd459a2ac40,2023,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
Allen Institute for AI (Ai2),OpenPI2.0: An Improved Dataset for Entity Tracking in Texts,https://www.semanticscholar.org/paper/acb5cb77014a0ba63cffbf505a9c92d7b8cd4a50,2023,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
Allen Institute for AI (Ai2),Improving Language Models via Plug-and-Play Retrieval Feedback,https://www.semanticscholar.org/paper/4115a24474ef5f184f5cbae3f43aca4d3bb07bea,2023,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
Allen Institute for AI (Ai2),Learning to Generate Novel Scientific Directions with Contextualized Literature-based Discovery,https://www.semanticscholar.org/paper/2eb9bc37d1df96272d8b55a4a4c89be99156254c,2023,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
Allen Institute for AI (Ai2),SQuARe: A Large-Scale Dataset of Sensitive Questions and Acceptable Responses Created Through Human-Machine Collaboration,https://www.semanticscholar.org/paper/1bcca45111ae6c7a1e30f1372b0584cc9d24031f,2023,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
Allen Institute for AI (Ai2),Improving Language Model Negotiation with Self-Play and In-Context Learning from AI Feedback,https://www.semanticscholar.org/paper/2e6b6de08f459e2165b11ed8d2103916966b0fcf,2023,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
Allen Institute for AI (Ai2),LeTI: Learning to Generate from Textual Interactions,https://www.semanticscholar.org/paper/018e943ba0452b05edd903c3eaf746068ebca138,2023,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
Allen Institute for AI (Ai2),Pace v0.2: a Python-based performance-portable atmospheric model,https://doi.org/10.5194/gmd-16-2719-2023,2023,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
Allen Institute for AI (Ai2),From Centralized to Ad-Hoc Knowledge Base Construction for Hypotheses Generation.,https://www.semanticscholar.org/paper/fc01b015d733bd5f8d9e1acc29deb0c5199cd69e,2023,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
Allen Institute for AI (Ai2),Machine-Learned Climate Model Corrections From a Global Storm-Resolving Model: Performance Across the Annual Cycle,https://doi.org/10.1029/2022MS003400,2023,EXCLUDED - not an evaluation,title-triage: not an AI evaluation,,2026-08-01,title-triage
