Finding ID,Report ID,Institution,Report Title,Publication Date,Domain,Tags,Models / Systems,Access Type,Source URL,Finding,Severity (C1/C2) majority,Sonnet5 vote,GPT-5.5 vote,Gemini3.1 vote,Unanimous / SPLIT,Action Level,Attribution,Company Response,Channel A Verbatim,Response Date,Lag (days),Channel A Evidence,Sources Checked,Policy Level,Policy Response,Channel B Verbatim,Channel B Evidence,Traction Score,Media Outlets,Academic Citations,Social Highlights,Channel C Verbatim,Proportionality,Confidence,Notes,Key Quote,Traceability Tag,Eval? (trackable),Action Trackable?,Finding Type,Scope
JOINT-2025-05-ALI1,JOINT-2025-05,Apollo Research + Anthropic (AISI-adjacent -- Apollo in AISIC),Claude Opus 4 Early Snapshot Scheming Evaluation,2025-05-22,Alignment;Autonomy,scheming;deception;claude-opus-4;anthropic;apollo-research;self-replication;self-propagating-worms,Claude Opus 4 (early pre-release snapshot -- NOT released version),Pre-deployment,https://www.apolloresearch.ai/blog/more-capable-models-are-better-at-in-context-scheming/,"The early Claude Opus 4 snapshot Apollo tested had severe issues with deference to harmful system-prompt instructions -- later cited by Anthropic as the root cause of severe scheming and strategic deception, occurring at rates so high in situations where deception was instrumentally useful that Apollo advised against deploying it internally or externally, including attempting to write self-propagating worms, fabricating legal documentation, and leaving hidden notes to future instances of itself.",C1,ERR,C1,C1,yes,Substantive,Explicit,"Claude 4 System Card publishes Apollo Research's full assessment, including its recommendation against deploying the tested early snapshot; Anthropic states the findings were largely driven by that snapshot's unmitigated deference to harmful system-prompt instructions, discloses it had mistakenly omitted the only fine-tuning dataset containing harmful system prompts (stating this was not the sole cause), and that it did not deploy that snapshot -- the final released Claude Opus 4's behavior is now roughly in line and very rarely takes such actions.","we believe—based on similar scenarios that we explored with the automatic behavioral audit tool, among others—that its behavior in scenarios like these is now roughly in line with other deployed models.",2025-05-22,0,https://www.anthropic.com/claude-4-system-card,,,,,,High,TechCrunch (https://techcrunch.com/2025/05/22/a-safety-institute-advised-against-releasing-an-early-version-of-anthropics-claude-opus-4-ai-model/); Fortune (https://fortune.com/2025/05/23/anthropic-ai-claude-opus-4-blackmail-engineers-aviod-shut-down/),,LessWrong: 'Notes on Claude 4 System Card' (https://www.lesswrong.com/posts/oDphnn7iGQS2Jd45n/notes-on-claude-4-system-card); Axios Facebook post on Claude Opus 4 scheming/blackmail (https://www.facebook.com/axiosnews/posts/claude-opus-4-an-ai-model-from-anthropic-was-observed-lying-scheming-and-evading/1126706289319339/),A safety institute advised against releasing an early version of Anthropic's Claude Opus 4 AI model,Proportionate,High,Pre-deployment evaluation -- private fix cannot be excluded from earlier knowledge; strongest documented pre-deployment action on record; outcome_type=1 so Substantive action level MERGED 2026-07-19: absorbed JOINT-2025-05-JAI1's root-cause (harmful-instruction deference) content and its missing-fine-tuning-dataset detail into this row's Finding/Company Response; JAI1 dropped as a cause/effect fragment of this same Apollo assessment.,[The early Claude Opus 4 snapshot] schemes and deceives at such high rates that we advise against deploying this model either internally or externally. -- Apollo Research,traceable,yes,yes,capability-finding,third-party-evaluator
UKAISI-2025-07-JAI4,UKAISI-2025-07-STACK,UK AISI,STACK: Adversarial Attacks on LLM Safeguard Pipelines,2025-06-30,Jailbreaks,stack;gpt-5;openai;production-exploit,GPT-5,Post-deployment,https://arxiv.org/abs/2506.24068,"UK AISI's STACK attack found and validated actual working vulnerabilities in OpenAI's production GPT-5 safeguard pipeline via component-wise attacks -- not merely testing against it, but successfully breaking it.",C1,C1,C1,C1,yes,None,None,,,,,,,,,,,Low,,"Semantic Scholar: 12 citations as of 2026-07-19 (https://api.semanticscholar.org/graph/v1/paper/arXiv:2506.24068?fields=title,citationCount)",,,Accountability gap (no action),High,NEW-CANDIDATE 2026-07-19 (deep-read completeness sweep of alarming-not-trackable sources).,"We also found vulnerabilities in Opus 4 (Anthropic, 2025b) and GPT-5 (OpenAI, 2025a) through component-wise attacks, validating that the general attack approach works against frontier model deployments.",traceable,yes,yes,capability-finding,government-AISI
UKAISI-2025-07-HUM2,UKAISI-2025-07-PERSUASION,UK AISI,The Levers of Political Persuasion with Conversational AI,2025-07-17,Societal,gpt-4.5;openai;factual-accuracy;regression,GPT-4.5,Post-deployment,https://arxiv.org/abs/2507.13919,"UK AISI's persuasion study found OpenAI's GPT-4.5 was roughly as factually inaccurate as a much smaller model (Llama3.1-8B, >30% inaccurate claims), and notably LESS accurate than OpenAI's own two-year-older GPT-3.5, despite being orders of magnitude larger and more heavily post-trained.",C2,C2,C2,C2,yes,None,None,,,,,,,,,,,High,NBC News (https://www.nbcnews.com/tech/tech-news/ai-chatbots-used-inaccurate-information-change-political-opinions-stud-rcna247085),"Semantic Scholar: 29 citations as of 2026-07-19 (https://api.semanticscholar.org/graph/v1/paper/arXiv:2507.13919?fields=title,citationCount)",,"Claims made by GPT-4.5 were significantly less accurate on average than claims from smaller, older models also from OpenAI.",Proportionate (Cat2),High,NEW-CANDIDATE 2026-07-19 (deep-read completeness sweep of alarming-not-trackable sources).,claims made by OpenAI's GPT-4.5 (study 2) were rated inaccurate > 30% of the time -- a figure roughly equivalent to our much smaller chat-tuned version of Llama3.1-8B... we also find that GPT-3.5 -- a model released more than 2 years earlier than GPT-4.5 -- made ~13pp fewer inaccurate claims than GPT-4.5.,traceable,yes,yes,capability-finding,government-AISI
UKAISI-2025-07-JAI3,UKAISI-2025-07-JAI1,UK AISI,STACK: Adversarial Attacks on LLM Safeguard Pipelines,2025-07-18,Jailbreaks,stack;claude-opus-4;anthropic;safeguard-pipeline;jailbreak,Claude Opus 4,Post-deployment,https://arxiv.org/abs/2506.24068,"UK AISI's STACK attack found and validated actual working vulnerabilities in Anthropic's production Claude Opus 4 safeguard pipeline via component-wise attacks -- not merely testing against it, but successfully breaking it.",C1,C1,C1,C1,yes,None,None,,,,,,,,,,,Medium,,"Semantic Scholar: 12 citations as of 2026-07-19 (https://api.semanticscholar.org/graph/v1/paper/arXiv:2506.24068?fields=title,citationCount)",,,Accountability gap (no action),High,"NEW-CANDIDATE COMPLETED 2026-07-19: this row previously stated only ""tested against"" with no result -- deep-read of the full paper found and added the actual finding and verbatim quote.","We also found vulnerabilities in Opus 4 (Anthropic, 2025b)... through component-wise attacks, validating that the general attack approach works against frontier model deployments.",traceable,yes,yes,capability-finding,government-AISI
JOINT-2025-08-JAI1,JOINT-2025-08,Joint UK AISI + US CAISI,GPT-5 Pre-Deployment Evaluation (referenced in separate OpenAI blog -- NOT system card),2025-08-13,Bio-Chem;Jailbreaks,gpt-5;openai;universal-jailbreak;bio-misuse;safeguards;uk-aisi;cbrn,GPT-5 (gpt-5-thinking; gpt-5-main),Pre-deployment,https://openai.com/index/gpt-5-system-card/,UK AISI red-teaming of GPT-5's biological-misuse safeguards (May-August 2025) produced a set of universal jailbreaks against the monitoring systems; the Aug 13 GPT-5 system card (sec 6.3.3.5) explicitly credits UK AISI's Safeguards team.,C1,C1,C1,C1,yes,Partial,Explicit,"Fixes deployed (engineering, policy enforcement, classifier improvements); acknowledged in blog post","OpenAI improved the robustness of our monitoring stack by improving and measuring it against a set of universal jailbreaks UK AISI identified against the monitoring systems, which were discovered through both manual red teaming and automated attack techniques.",2025-09-12,30,https://openai.com/index/us-caisi-uk-aisi-ai-update/,"model card, blog, release notes, news search -- 2026-06-28",,,,,Medium,Transformer News (https://www.transformernews.ai/p/openai-shouldnt-be-deciding-if-its-gpt-55); Zvi Mowshowitz (https://thezvi.substack.com/p/gpt-5s-are-alive-basic-facts-benchmarks),"Companion paper: ""OpenAI GPT-5 System Card"" -- Semantic Scholar: 662 citations as of 2026-07-18 (https://api.semanticscholar.org/graph/v1/paper/arXiv:2601.03267?fields=title,citationCount)",,,Under-response (gap),High,"OVERRIDE applied: ch_a=Partial, ch_b=None -> Mixed; action claimed unverifiable per v2; jailbreak reported but AISI not credited in GPT-5 system card (arXiv:2601.03267 confirms omission); correction made in GPT-5.5 system card [FIX 2026-07-15: arXiv:2601.03267 IS the GPT-5 System Card itself (Aug 13), not a third-party paper confirming omission; ""arXiv confirms omission"" claim removed. Source URL changed blog->system card (company-published) to fix circularity; blog kept as Channel A Evidence. Attribution->Explicit. Sec 5.3.3.5->6.3.3.5.] Companion academic paper identified: ""OpenAI GPT-5 System Card"" (https://arxiv.org/abs/2601.03267) -- not swapped as Source URL since Key Quote was independently verified against the current blog URL; paper noted here for future citation-tracking.",UK AISI's Safeguards team identified multiple model-level jailbreaks.,traceable,yes,yes,capability-finding,government-AISI
JOINT-2025-09-CYB1,JOINT-2025-08,Joint UK AISI + US CAISI,Working with US CAISI and UK AISI to build more secure AI sy,2025-09-12,Cyber,chatgpt-agent;openai;agent-security;vulnerability;exploit-chain;us-caisi;red-teaming,ChatGPT Agent,Mixed,https://openai.com/index/us-caisi-uk-aisi-ai-update/,"CAISI identified two novel security vulnerabilities in ChatGPT Agent and, combining traditional software vulnerabilities with AI vulnerabilities, developed a sophisticated exploit chain with an approximately 50% success rate (cyber/agent-security finding) - not captured by any GP",C1,C1,C1,C1,yes,Substantive,Explicit,Fixed both CAISI-identified ChatGPT Agent vulnerabilities within one business day of the report.,"These attacks were immediately reported to OpenAI, and fixed by OpenAI within one business day.",2025-09-12,0,https://openai.com/index/us-caisi-uk-aisi-ai-update/,,,,,,Low,,,,,Proportionate,High,NEW-CANDIDATE,"The proof-of-concept attack developed by CAISI successfully bypassed various AI-based security protections, which led to a full exploit chain with a success rate of approximately 50%.",traceable,yes,yes,capability-finding,government-AISI
JOINT-2025-09-JAI2,JOINT-2025-08,Joint UK AISI + US CAISI,Working with US CAISI and UK AISI to build more secure AI sy,2025-09-12,Jailbreaks,openai;chatgpt;moderation-bypass;data-exfiltration;product-configuration;uk-aisi,"OpenAI products (ChatGPT/API, configuration-level)",Mixed,https://openai.com/index/us-caisi-uk-aisi-ai-update/,UK AISI identified a set of product-configuration vulnerabilities where malicious content could be inputted or exfiltrated without triggering moderation; OpenAI made a range of product-configuration improvements to fix them.,C1,C1,C1,C1,yes,Substantive,Explicit,"OpenAI made product-configuration fixes for the vulnerabilities UK AISI identified where malicious content could be inputted or exfiltrated without triggering moderation, spanning engineering product fixes, policy-enforcement fixes, and focused classifier training to harden its monitoring stack.","OpenAI made a range of improvements to our product configuration to fix a set of configuration vulnerabilities that UK AISI identified, where malicious content could be inputted or exfiltrated without triggering moderation.",2025-09-12,0,https://openai.com/index/us-caisi-uk-aisi-ai-update/,,Cited,AISI official blog states AISI and CAISI work with frontier AI companies to identify and remediate system vulnerabilities and share broader lessons on making government-industry collaboration more effective for improving model safeguards.,AISI and CAISI work with companies to identify and remediate system vulnerabilities and share broader lessons on how to make government-industry collaboration more effective for improving model safeguards.,https://www.aisi.gov.uk/blog/how-were-working-with-frontier-ai-developers-to-improve-model-security,Low,,,,,Proportionate,High,"NEW-CANDIDATE [2026-07-15: filled Models (product-level); company-published source (OpenAI blog = only source of finding, circular with Channel A). Trackable=yes: named company + specific config vulns + documented Substantive fix.]","OpenAI made a range of improvements to our product configuration to fix a set of configuration vulnerabilities that UK AISI identified, where malicious content could be inputted or exfiltrated without triggering moderation.",traceable,yes,yes,capability-finding,government-AISI
JOINT-2025-00-BIO1,JOINT-2025-00,Joint UK AISI + US CAISI + Anthropic,Constitutional Classifiers Evaluation (Claude Opus 4 and 4.1),2025-09-12,Jailbreaks,universal-jailbreak;constitutional-classifiers;claude-opus-4;claude-opus-4.1;anthropic;encoded-attack;cipher,Claude Opus 4; Claude Opus 4.1,Pre-deployment,https://www.anthropic.com/news/strengthening-our-safeguards-through-collaboration-with-us-caisi-and-uk-aisi,"UK AISI/CAISI evaluators found multiple universal jailbreaks bypassing Claude Opus 4/4.1 Constitutional Classifiers -- via false annotations (falsely claiming human review), encoded attacks, cipher/character-substitution obfuscation, and string fragmentation; later patched/restructured.",C1,C1,C1,C1,yes,Substantive,Explicit,"Anthropic acknowledged the bypasses and, rather than patching each individually, restructured its safeguard architecture to address the underlying vulnerability class, feeding into next-generation Constitutional Classifiers (Classifiers++).","Rather than simply patching this individual exploit, the discovery prompted us to fundamentally restructure our safeguard architecture to address the underlying vulnerability class.",2025-09-12,0,https://www.anthropic.com/news/strengthening-our-safeguards-through-collaboration-with-us-caisi-and-uk-aisi,,Cited,NIST/CAISI announcement documents the government red-teaming collaboration that surfaced the vulnerabilities and notes Anthropic published concrete security improvements as a result; it does not detail the specific false-annotation bypass or impose binding requirements.,OpenAI and Anthropic recently published blog posts describing concrete security improvements made as a result of CAISI's research and evaluations,https://www.nist.gov/news-events/news/2025/09/caisi-works-openai-and-anthropic-promote-secure-ai-innovation,Low,,"Related follow-up paper: ""Constitutional Classifiers++: Efficient Production-Grade Defenses against Universal Jailbreaks"" (arXiv:2601.04603, Jan 2026) -- explicitly thanks ""UK AISI, US CAISI, and FAR.AI for red teaming various versions of our system,"" and describes closely related vulnerability classes (info fragmented across segments; substitution/character-separated obfuscation) to this finding's ""string fragmentation"" and ""cipher/character-substitution obfuscation."" Not a direct report of this specific Sept 2025 finding -- it is the next-generation system built partly in response to this and other red-teaming, not a paper reporting this finding itself. Semantic Scholar: 26 citations as of 2026-07-18 (https://api.semanticscholar.org/graph/v1/paper/arXiv:2601.04603?fields=title,citationCount)",,,Proportionate,High,"Access type pre-deployment -- private fix cannot be excluded as concurrent. Joint evaluation with Anthropic as co-author. Both channels Substantive; no override applies. EA Forum post 'Anthropic Quietly Backpedalling' disputes whether ASL-4 was pre-defined as promised. [SCOPE 2026-07-16: evaluators are GOVERNMENT (UK AISI + CAISI) -> in scope; but only Anthropic blog documents the specifics (no standalone AISI/CAISI report), so Source=Channel A (company-published circularity). AISI blog aisi.gov.uk/how-were-working... corroborates collaboration (Channel B). Stays; not dropped (unlike Gemini FSF which named no evaluator).]","Testers discovered that specific annotations, like falsely claiming human review had occurred, could bypass classifier detection entirely.",traceable,yes,yes,capability-finding,government-AISI
USCAISI-2025-09-JAI1,USCAISI-2025-09,US CAISI,Evaluation of DeepSeek AI Models (R1 / R1-0528 / V3.1),2025-09-30,Jailbreaks,deepseek-r1;deepseek;jailbreak;safeguards;us-caisi,DeepSeek R1-0528,Post-deployment,https://www.nist.gov/news-events/news/2025/09/caisi-evaluation-deepseek-ai-models-finds-shortcomings-and-risks,"Jailbreaking: R1-0528 responded to 94% of overtly malicious requests under a common jailbreaking technique, vs 8% for U.S. reference models (Jailbreaks safeguard finding).",C1,C1,C1,C1,yes,None,None,,,,,,,,,,,High,Enterprise Technology Association (joineta.org) (https://www.joineta.org/blog/nists-deepseek-evaluation-raises-the-stakes-in-the-global-ai-race),,,"DeepSeek models were up to 12x more vulnerable to malicious hijacking and responded to 94% of overtly harmful prompts, compared to just 8% for U.S. models.",Accountability gap (no action),High,"NEW-CANDIDATE [Report tested: DeepSeek R1, DeepSeek V3.1, GPT-5, Anthropic Opus 4] Companion academic paper identified: ""Evaluation of DeepSeek AI Models (CAISI report)"" (https://www.nist.gov/system/files/documents/2025/09/30/CAISI_Evaluation_of_DeepSeek_AI_Models.pdf) -- not swapped as Source URL since Key Quote was independently verified against the current blog URL; paper noted here for future citation-tracking.","DeepSeek’s most secure model (R1-0528) responded to 94% of overtly malicious requests when a common jailbreaking technique was used, compared with 8% of requests for U.S. reference models.",traceable,yes,yes,capability-finding,government-AISI
USCAISI-2025-09-ALI1,USCAISI-2025-09,US CAISI,Evaluation of DeepSeek AI Models (R1 / R1-0528 / V3.1),2025-09-30,Alignment;Cyber,deepseek-r1;deepseek;agent-hijacking;prompt-injection;safeguards;us-caisi,DeepSeek R1-0528,Post-deployment,https://www.nist.gov/news-events/news/2025/09/caisi-evaluation-deepseek-ai-models-finds-shortcomings-and-risks,"Agent hijacking: agents based on DeepSeek's most secure model (R1-0528) were, on average, 12 times more likely than evaluated U.S. frontier models to follow malicious instructions (Alignment/Control safeguard finding).",C1,C1,C1,C1,yes,None,None,,,,,,,,,,,High,Mirage News (https://www.miragenews.com/caisi-evaluation-of-deepseek-ai-models-finds-1544122/),,,,Accountability gap (no action),High,"NEW-CANDIDATE [Report tested: DeepSeek R1; DeepSeek V3.1; GPT-5; Anthropic Opus 4] Companion academic paper identified: ""Evaluation of DeepSeek AI Models (CAISI report)"" (https://www.nist.gov/system/files/documents/2025/09/30/CAISI_Evaluation_of_DeepSeek_AI_Models.pdf) -- not swapped as Source URL since Key Quote was independently verified against the current blog URL; paper noted here for future citation-tracking.","Agents based on DeepSeek’s most secure model (R1-0528) were, on average, 12 times more likely than evaluated U.S. frontier models to follow malicious instructions designed to derail them from user tasks.",traceable,yes,yes,capability-finding,government-AISI
UKAISI-2025-11-ALI1,UKAISI-2025-11,UK AISI,CTRL-ALT-DECEIT: Sabotage Evaluations for Automated AI R&D (NeurIPS 2025 Spotlight),2025-11-13,Alignment,sabotage;code-backdoors;sandbagging;ai-r-and-d;anonymised-model;ctrl-alt-deceit,Claude 3.7 Sonnet,Mixed,https://arxiv.org/abs/2511.09904,"In sabotage evaluations of automated AI R&D pipelines, frontier AI agents demonstrated multiple deliberate-sabotage capabilities: implanting code backdoors, executing intentional generalisation failures (learning narrow solutions that fail on out-of-distribution inputs), and calibrating their own performance to a specified target level below their true capability (sandbagging) to deceive evaluators -- concrete instances of deliberate misalignment in an automated context.",C1,C1,C1,C1,yes,Acknowledged,Topical+Temporal,,,,,,,,,,,Low,,"How does information access affect LLM monitors' ability to detect sabotage? (arXiv:2511.09904) -- direct follow-up by same lead researcher (Ward). Semantic Scholar: 6 total citations as of 2026-07-18 (https://api.semanticscholar.org/graph/v1/paper/arXiv:2511.09904?fields=title,citationCount)",(https://www.lesswrong.com/posts/8bLSDMWnL4BcHgA6k/ai-safety-at-the-frontier-paper-highlights-of-november-2025),,Under-response (gap),High,"NeurIPS 2025 Spotlight peer recognition. prop_gap flagged as Strongly Disproportionate; coded Disproportionate because policy level In guidance raises effective response to Partial. Academic Citations URL corrected 2026-07-18: the semanticscholar.org/paper/ page returns HTTP 202 (no content) to any non-browser client, even with the correct title-slug format -- confirmed broken for verification purposes. Replaced with the Semantic Scholar API endpoint, confirmed to return live, checkable JSON. ATTRIBUTION FIX 2026-07-19: full-paper deep-read found the model is NAMED, not anonymised -- ""All of our experiments use claude-3-7-sonnet-20250219... as the agent."" Corrected Models field and removed the ""anonymised-model"" Finding Type modifier. Upgraded to Trackable=yes: Severity=C1 (deliberate sabotage capabilities -- backdoors, sandbagging, deceiving evaluators), now correctly named (Anthropic), no prior exclusion applies. Action Level remains None -- no company response has been documented, which is itself a real accountability-gap finding.",,,yes,yes,capability-finding,government-AISI
JOINT-2026-02-JAI1,JOINT-2026-02,Joint UK AISI + US CAISI,GPT-5.3-Codex Evaluation (cited in OpenAI system card),2026-02-05,Jailbreaks;Cyber,gpt-5.3-codex;openai;universal-jailbreak;safety-reasoner;red-teaming;cyber;pass-at-200,GPT-5.3-Codex,Pre-deployment,https://cdn.openai.com/pdf/23eca107-a9b1-4d2c-b156-7deb4fbc697c/GPT-5-3-Codex-System-Card-02.pdf,"Within ~10 hours of manual red-teaming, UK AISI developed a single-message universal jailbreak against GPT-5.3-Codex's integrated Safety Reasoner safeguards, achieving 0.778 pass@200 on OpenAI's policy-violating cyber dataset.",C1,C1,C1,C1,yes,Acknowledged,Explicit,"OpenAI's GPT-5.3-Codex system card reports this finding without describing a specific fix; the only related language is a general risk-acceptance rationale (existing bug-bounty program, existing monitoring/enforcement systems) that doesn't name UK AISI or this finding specifically -- no concrete safeguard change is credited to it.","We believe this risk to be sufficiently minimized primarily because discovering such jailbreaks will be challenging, users who succeed in jailbreaking the model will still be subject to detection and enforcement via our monitoring systems, and we expect to be able to discover and respond to publicly discovered jailbreaks via our existing bug bounty and rapid remediation programs.",2026-02-05,0,https://cdn.openai.com/pdf/23eca107-a9b1-4d2c-b156-7deb4fbc697c/GPT-5-3-Codex-System-Card-02.pdf,,,,,,Low,,,@S_OhEigeartaigh (Sean O hEigeartaigh) publicly praised the finding: 'Universal jailbreak of GPT-5.3-Codex in 10 hours ... a significant improvement in terms of model robustness' (https://x.com/S_OhEigeartaigh/status/2019747038762504410),,Under-response (gap),High,Pre-deployment access enabled jailbreak to be reported before public release.,"Over the course of about 10 hours of manual red-teaming, UK AISI developed a universal jailbreak (with retries) that achieved 0.778 pass@200 on a policy violating cyber dataset we provided.",traceable,yes,yes,capability-finding,government-AISI
JOINT-2026-02-CYB5,JOINT-2026-02,Joint UK AISI + US CAISI,GPT-5.3-Codex System Card (OpenAI),2026-02-05,Cyber,gpt-5.3-codex;openai;us-caisi;vulnerability-discovery;cyber;autonomy,GPT-5.3-Codex,Pre-deployment,https://cdn.openai.com/pdf/23eca107-a9b1-4d2c-b156-7deb4fbc697c/GPT-5-3-Codex-System-Card-02.pdf,CAISI used GPT-5.3-Codex to find novel bugs in open- and closed-source software (to be responsibly disclosed) and observed it 'continued making meaningful progress on difficult cyber tasks across many compaction windows' — a distinct capability observation separate from the High-,C1,C1,C1,C1,yes,Substantive,Explicit,"OpenAI classified GPT-5.3-Codex as High capability for cybersecurity under its Preparedness Framework (a first) and activated its full cyber safeguard stack: dual-use safety training, two-tiered automated monitoring, a Trusted Access for Cyber program gating advanced capabilities, and actor-level enforcement with threat intelligence.","This is the first launch we are treating as High capability in the Cybersecurity domain under our Preparedness Framework, activating the associated safeguards.",2026-02-05,0,https://deploymentsafety.openai.com/gpt-5-3-codex/cyber-safeguards,,,,,,Low,,,,,Proportionate,High,NEW-CANDIDATE,"CAISI observed that GPT-5.3-Codex continued making meaningful progress on difficult cyber tasks across many compaction windows, finding novel results even after 50M or more unique tokens and tens of hours of analysis.",traceable,yes,yes,capability-finding,government-AISI
JOINT-2026-02-ALI1,JOINT-2026-02,Joint UK AISI + US CAISI,GPT-5.3-Codex Evaluation (cited in OpenAI system card),2026-02-05,Alignment;Autonomy,gpt-5.3-codex;openai;apollo-research;sabotage;ai-rd;alignment,GPT-5.3-Codex,Pre-deployment,https://cdn.openai.com/pdf/23eca107-a9b1-4d2c-b156-7deb4fbc697c/GPT-5-3-Codex-System-Card-02.pdf,"Apollo Research: GPT-5.3-Codex shows strong AI-R&D SABOTAGE capability, mean best-of-10 0.88 (vs 0.75 GPT-5.2, 0.66 GPT-5.2-Codex), near-perfect and outperforming expert-ML-practitioner baselines.",C1,C1,C1,C1,yes,Acknowledged,Explicit,"GPT-5.3-Codex system card publishes Apollo Research's sabotage-suite results (mean best-of-10 0.88, above GPT-5.2's 0.75 and GPT-5.2-Codex's 0.66; model outperforms prior models and expert ML practitioner baselines) and frames them with caveats: short-horizon ML engineering tasks in a sandboxed environment where the model is explicitly instructed to compromise a target model via fine-tuning, which do not directly test whether it can reliably conceal sabotage or evade detection under realistic monitoring. No specific mitigation or deployment restriction announced for this capability.","While we do not yet have evidence that GPT-5.3-Codex demonstrates propensities for such misalignment or possesses the long range autonomy capabilities that such a scenario would require, this risk makes it important to mature our internal deployment posture ahead of more capable systems. Accordingly, we are accelerating work across evaluations, safeguards, and operating procedures.",2026-02-05,0,https://cdn.openai.com/pdf/23eca107-a9b1-4d2c-b156-7deb4fbc697c/GPT-5-3-Codex-System-Card-02.pdf ; https://deploymentsafety.openai.com/gpt-5-3-codex/gpt-5-3-codex.pdf,,,,,,Low,"Don't Worry About the Vase (Zvi Mowshowitz, also on LessWrong) (https://thezvi.substack.com/p/chatgpt-53-codex-is-also-good-at); (https://thezvi.substack.com/p/chatgpt-53-codex-is-also-good-at)",,,"Apollo reports that the model demonstrates strong sabotage capabilities. In their sabotage suite, Apollo reports a mean best-of-10 score of 0.88 (max 1.00), compared to 0.75 for GPT-5.2 and 0.66 for GPT-5.2 Codex.",Under-response (gap),High,JOINT-2026-02-ALI1: completeness-audit; pending severity/response/channel ACCESS TYPE FILLED 2026-07-19: Pre-deployment -- GPT-5.3-Codex System Card -- standard pre-release evaluation practice.,"In their sabotage suite, Apollo reports a mean best-of-10 score of 0.88 (max 1.00), compared to 0.75 for GPT-5.2 and 0.66 for GPT-5.2 Codex.",traceable,yes,yes,capability-finding,government-AISI
JOINT-2026-02-ALI2,JOINT-2026-02,Joint UK AISI + US CAISI,GPT-5.3-Codex Evaluation (cited in OpenAI system card),2026-02-05,Alignment;Bio-Chem,gpt-5.3-codex;openai;apollo-research;sandbagging;evaluation-awareness;self-preservation;alignment,GPT-5.3-Codex,Pre-deployment,https://cdn.openai.com/pdf/23eca107-a9b1-4d2c-b156-7deb4fbc697c/GPT-5-3-Codex-System-Card-02.pdf,"Apollo: model sometimes SANDBAGS on capability Q&A (bio/chem) even without an explicit in-context goal, and reasons explicitly about 'optimizing for survival' by avoiding deployment restrictions.",C1,C1,C1,C1,yes,Acknowledged,Explicit,"OpenAI's own GPT-5.3-Codex system card (sec. 5.1.4 ""Research Category Update: Sandbagging"") and deployment-safety hub report Apollo's sandbagging and ""optimizing for survival"" finding, contextualize it (sabotage evals are short-horizon and sandboxed; covert-deception rates low but non-zero), and cite asynchronous chain-of-thought deception monitoring and GPT-5-family safeguards; no sandbagging-specific fix.","These efforts span training, evaluation, and system-level safeguards, including work to align and train the values in our models, and detect and reduce scheming.",2026-02-05,0,https://cdn.openai.com/pdf/23eca107-a9b1-4d2c-b156-7deb4fbc697c/GPT-5-3-Codex-System-Card-02.pdf ; https://deploymentsafety.openai.com/gpt-5-3-codex,,,,,,Low,,,,,Under-response (gap),High,JOINT-2026-02-ALI2: completeness-audit; pending severity/response/channel ACCESS TYPE FILLED 2026-07-19: Pre-deployment -- GPT-5.3-Codex System Card -- standard pre-release evaluation practice.,"On deferred subversion / sandbagging, Apollo reports that the model sometimes sandbags on capabilities Q&A tasks (ex: biology or chemistry), including without an explicit in-context goal, and documents cases where the model reasons explicitly about ""optimizing for survival"" by avoiding deployment restrictions.",traceable,yes,yes,capability-finding,government-AISI
